(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "upper")
1.81471e-05	0.833957
5.88291e-05	0.969823
0.000320787	1.00258
0.000337046	0.632772
0.000702047	0.969491
0.000910928	0.485115
0.00116028	0.914671
0.00157894	0.404636
0.00168028	0.85845
0.00225301	0.797288
0.00286215	0.739569
0.00350087	0.683936
0.0041684	0.631542
0.00486148	0.583766
0.00557499	0.539691
0.00630462	0.498004
0.00704883	0.45787
0.00780699	0.419488
0.0085785	0.383771
0.00936242	0.350927
0.0101575	0.3209
0.0109624	0.29318
0.0117759	0.267065
0.0125971	0.241991
0.0134254	0.217891
0.0142603	0.194878
0.0151015	0.172952
0.0159487	0.152016
0.0168015	0.132124
0.0176597	0.11346
0.0185228	0.095735
0.0193907	0.0787994
0.0202629	0.0629202
0.0211393	0.0478072
0.0220196	0.0333548
0.0229034	0.0194203
0.0237907	0.00593392
0.0246812	-0.0070356
0.0255748	-0.0196333
0.0264714	-0.0316461
0.0273708	-0.0432202
0.028273	-0.0544148
0.0291777	-0.0651855
0.0300849	-0.0756383
0.0309945	-0.085744
0.0319064	-0.0954941
0.0328205	-0.104924
0.0337368	-0.114032
0.0346551	-0.122816
0.0355754	-0.131301
0.0364976	-0.139497
0.0374216	-0.147417
0.0383474	-0.155062
0.039275	-0.162439
0.0402041	-0.169553
0.0411349	-0.176415
0.0420673	-0.183031
0.0430011	-0.189414
0.0439364	-0.195575
0.044873	-0.201535
0.045811	-0.207325
0.0467503	-0.212959
0.0476907	-0.218466
0.0486323	-0.223878
0.049575	-0.229237
0.0505188	-0.234584
0.0514636	-0.239942
0.0524094	-0.2453
0.0533562	-0.250624
0.0543041	-0.255878
0.0552529	-0.261028
0.0562028	-0.26604
0.0571536	-0.270875
0.0581055	-0.275502
0.0590583	-0.2799
0.0600121	-0.28408
0.0609668	-0.288064
0.0619224	-0.291883
0.0628789	-0.295564
0.0638361	-0.299133
0.0647941	-0.302615
0.0657529	-0.306039
0.0667124	-0.309422
0.0676726	-0.312767
0.0686335	-0.316061
0.0695951	-0.319292
0.0705574	-0.322446
0.0715203	-0.325509
0.072484	-0.328467
0.0734483	-0.331303
0.0744132	-0.334012
0.0753788	-0.336601
0.0763449	-0.33909
0.0773116	-0.341502
0.0782789	-0.343862
0.0792467	-0.346196
0.080215	-0.34853
0.0811837	-0.350894
0.0821529	-0.353311
0.0831226	-0.355787
0.0840926	-0.358311
0.0850632	-0.360865
0.0860342	-0.363432
0.0870056	-0.365992
0.0879775	-0.368528
0.0889499	-0.371023
0.0899227	-0.37346
0.090896	-0.37583
0.0918697	-0.378134
0.0928438	-0.380374
0.0938184	-0.382554
0.0947933	-0.384678
0.0957687	-0.386752
0.0967445	-0.38878
0.0977207	-0.390767
0.0986973	-0.392715
0.0996743	-0.394619
0.100652	-0.396475
0.101629	-0.398274
0.102607	-0.400009
0.103586	-0.401669
0.104565	-0.403246
0.105544	-0.404726
0.106524	-0.406106
0.107503	-0.407396
0.108484	-0.408615
0.109464	-0.409788
0.110445	-0.410942
0.111426	-0.412102
0.112408	-0.413299
0.113389	-0.414563
0.114371	-0.41592
0.115353	-0.41738
0.116335	-0.41893
0.117318	-0.420551
0.118301	-0.422221
0.119284	-0.423917
0.120267	-0.425614
0.121251	-0.427288
0.122234	-0.428915
0.123218	-0.430479
0.124203	-0.431975
0.125188	-0.433404
0.126172	-0.434769
0.127158	-0.436075
0.128143	-0.437326
0.129129	-0.438524
0.130115	-0.439675
0.131101	-0.440781
0.132087	-0.441845
0.133074	-0.442869
0.134061	-0.443854
0.135048	-0.444803
0.135048	-0.444803
0.136035	-0.445713
0.137023	-0.446586
0.138011	-0.447424
0.138998	-0.448226
0.139987	-0.448996
0.140975	-0.449744
0.141964	-0.450478
0.142952	-0.451208
0.143941	-0.451947
0.14493	-0.452706
0.145919	-0.453499
0.146909	-0.45434
0.147898	-0.455234
0.148888	-0.456176
0.149878	-0.457153
0.150868	-0.458147
0.151858	-0.459142
0.152848	-0.460116
0.153839	-0.461049
0.154829	-0.461921
0.15582	-0.462714
0.156811	-0.463424
0.157803	-0.464059
0.158794	-0.46463
0.159786	-0.46515
