#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.91665  0.002816  0.002129  0.004146     1.323
   0.00377  0.99624 -0.00023  0.90813  0.002916  0.002186  0.003975     1.334
   0.01072  0.98929 -0.00051  0.89402  0.003097  0.002287  0.003690     1.354
   0.01845  0.98156 -0.00063  0.88608  0.003199  0.002339  0.003527     1.368
   0.02661  0.97340 -0.00056  0.88327  0.003225  0.002346  0.003463     1.375
   0.03500  0.96502 -0.00034  0.88209  0.003227  0.002338  0.003427     1.380
   0.04347  0.95655  0.00000  0.88331  0.003191  0.002308  0.003437     1.383
   0.05203  0.94800  0.00043  0.88416  0.003162  0.002282  0.003437     1.386
   0.06063  0.93942  0.00095  0.88613  0.003116  0.002246  0.003456     1.388
   0.06925  0.93082  0.00154  0.88768  0.003079  0.002214  0.003463     1.391
   0.07789  0.92221  0.00220  0.88962  0.003037  0.002179  0.003475     1.394
   0.08653  0.91359  0.00291  0.89174  0.002994  0.002142  0.003486     1.398
   0.09519  0.90497  0.00369  0.89464  0.002942  0.002100  0.003508     1.401
   0.10387  0.89633  0.00453  0.89715  0.002898  0.002061  0.003517     1.406
   0.11256  0.88769  0.00542  0.90026  0.002848  0.002018  0.003531     1.411
   0.12126  0.87904  0.00635  0.90302  0.002806  0.001978  0.003530     1.418
   0.12996  0.87039  0.00733  0.90628  0.002760  0.001935  0.003529     1.426
   0.13869  0.86172  0.00836  0.90992  0.002714  0.001890  0.003524     1.436
   0.14742  0.85306  0.00942  0.91318  0.002678  0.001849  0.003496     1.448
   0.15616  0.84438  0.01051  0.91597  0.002656  0.001812  0.003436     1.466
   0.16492  0.83570  0.01163  0.91939  0.002633  0.001771  0.003365     1.487
   0.17367  0.82702  0.01278  0.92182  0.002634  0.001738  0.003239     1.516
   0.18244  0.81833  0.01397  0.92546  0.002633  0.001697  0.003100     1.551
   0.19123  0.80963  0.01516  0.92772  0.002673  0.001667  0.002874     1.603
   0.20000  0.80094  0.01639  0.93085  0.002729  0.001633  0.002600     1.671
   0.20879  0.79224  0.01762  0.93358  0.002839  0.001604  0.002227     1.771
   0.21759  0.78353  0.01887  0.93765  0.003002  0.001567  0.001776     1.916
   0.22639  0.77482  0.02015  0.94448  0.003232  0.001515  0.001264     2.134
   0.23520  0.76611  0.02143  0.95610  0.003548  0.001432  0.000734     2.477
   0.24400  0.75740  0.02273  0.97558  0.003930  0.001299  0.000312     3.025
   0.25283  0.74867  0.02403  1.00437  0.004339  0.001108 -0.000020     3.917
   0.26165  0.73995  0.02534  1.03673  0.004668  0.000900 -0.000163     5.184
   0.27047  0.73122  0.02666  1.03980  0.004872  0.000882 -0.000167     5.525
   0.27931  0.72248  0.02798  1.04114  0.004964  0.000874 -0.000168     5.680
   0.28815  0.71374  0.02930  1.04238  0.004974  0.000867 -0.000169     5.739
   0.29698  0.70501  0.03063  1.04358  0.004922  0.000860 -0.000171     5.726
   0.30581  0.69628  0.03194  1.04476  0.004833  0.000853 -0.000173     5.666
   0.31463  0.68756  0.03324  1.04595  0.004711  0.000846 -0.000175     5.568
   0.32344  0.67884  0.03455  1.04716  0.004554  0.000840 -0.000177     5.425
   0.33224  0.67014  0.03583  1.04844  0.004387  0.000833 -0.000178     5.267
