#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.95383  0.004133  0.003016  0.004117     1.370
   0.00377  0.99624 -0.00023  0.95077  0.004182  0.003041  0.004049     1.375
   0.01072  0.98929 -0.00051  0.93516  0.004488  0.003200  0.003705     1.402
   0.01845  0.98156 -0.00063  0.92654  0.004668  0.003286  0.003509     1.421
   0.02661  0.97340 -0.00056  0.92239  0.004756  0.003321  0.003404     1.432
   0.03500  0.96502 -0.00034  0.92063  0.004790  0.003326  0.003345     1.440
   0.04347  0.95655  0.00000  0.92086  0.004778  0.003306  0.003327     1.445
   0.05203  0.94800  0.00043  0.92159  0.004754  0.003281  0.003316     1.449
   0.06063  0.93942  0.00095  0.92303  0.004714  0.003246  0.003319     1.452
   0.06925  0.93082  0.00154  0.92489  0.004665  0.003207  0.003329     1.455
   0.07789  0.92221  0.00220  0.92704  0.004611  0.003165  0.003343     1.457
   0.08653  0.91359  0.00291  0.92941  0.004553  0.003120  0.003361     1.459
   0.09519  0.90497  0.00369  0.93273  0.004474  0.003065  0.003397     1.460
   0.10387  0.89633  0.00453  0.93574  0.004405  0.003014  0.003425     1.461
   0.11256  0.88769  0.00542  0.93955  0.004320  0.002955  0.003468     1.462
   0.12126  0.87904  0.00635  0.94323  0.004240  0.002899  0.003507     1.463
   0.12996  0.87039  0.00733  0.94705  0.004159  0.002841  0.003547     1.464
   0.13869  0.86172  0.00836  0.95171  0.004064  0.002776  0.003603     1.464
   0.14742  0.85306  0.00942  0.95597  0.003980  0.002717  0.003648     1.465
   0.15616  0.84438  0.01051  0.96017  0.003900  0.002658  0.003687     1.467
   0.16492  0.83570  0.01163  0.96513  0.003809  0.002594  0.003741     1.468
   0.17367  0.82702  0.01278  0.96918  0.003739  0.002539  0.003768     1.473
   0.18244  0.81833  0.01397  0.97457  0.003647  0.002473  0.003823     1.475
   0.19123  0.80963  0.01516  0.97887  0.003579  0.002418  0.003844     1.480
   0.20000  0.80094  0.01639  0.98399  0.003501  0.002357  0.003877     1.485
   0.20879  0.79224  0.01762  0.98846  0.003439  0.002303  0.003884     1.493
   0.21759  0.78353  0.01887  0.99307  0.003380  0.002248  0.003882     1.503
   0.22639  0.77482  0.02015  0.99829  0.003316  0.002190  0.003881     1.514
   0.23520  0.76611  0.02143  1.00296  0.003268  0.002138  0.003848     1.529
   0.24400  0.75740  0.02273  1.00766  0.003227  0.002086  0.003793     1.547
   0.25283  0.74867  0.02403  1.01229  0.003198  0.002037  0.003707     1.570
   0.26165  0.73995  0.02534  1.01730  0.003173  0.001985  0.003598     1.598
   0.27047  0.73122  0.02666  1.02171  0.003175  0.001940  0.003428     1.637
   0.27931  0.72248  0.02798  1.02652  0.003190  0.001893  0.003215     1.685
   0.28815  0.71374  0.02930  1.03149  0.003229  0.001846  0.002941     1.749
   0.29698  0.70501  0.03063  1.03693  0.003298  0.001799  0.002601     1.834
