#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.93223  0.007556  0.004667  0.001634     1.619
   0.00377  0.99624 -0.00023  0.93113  0.007622  0.004684  0.001605     1.627
   0.01072  0.98929 -0.00051  0.92564  0.007917  0.004779  0.001501     1.657
   0.01845  0.98156 -0.00063  0.92323  0.008081  0.004819  0.001439     1.677
   0.02661  0.97340 -0.00056  0.92288  0.008147  0.004818  0.001404     1.691
   0.03500  0.96502 -0.00034  0.92394  0.008143  0.004791  0.001388     1.700
   0.04347  0.95655  0.00000  0.92592  0.008092  0.004747  0.001384     1.705
   0.05203  0.94800  0.00043  0.92840  0.008015  0.004693  0.001387     1.708
   0.06063  0.93942  0.00095  0.93115  0.007927  0.004635  0.001393     1.710
   0.06925  0.93082  0.00154  0.93442  0.007814  0.004568  0.001406     1.711
   0.07789  0.92221  0.00220  0.93785  0.007696  0.004500  0.001422     1.710
   0.08653  0.91359  0.00291  0.94140  0.007574  0.004430  0.001439     1.710
   0.09519  0.90497  0.00369  0.94561  0.007424  0.004350  0.001465     1.706
   0.10387  0.89633  0.00453  0.94974  0.007281  0.004274  0.001490     1.704
   0.11256  0.88769  0.00542  0.95441  0.007119  0.004190  0.001523     1.699
   0.12126  0.87904  0.00635  0.95916  0.006958  0.004106  0.001557     1.694
   0.12996  0.87039  0.00733  0.96386  0.006804  0.004026  0.001591     1.690
   0.13869  0.86172  0.00836  0.96934  0.006624  0.003935  0.001636     1.683
   0.14742  0.85306  0.00942  0.97454  0.006460  0.003851  0.001677     1.678
   0.15616  0.84438  0.01051  0.97990  0.006297  0.003766  0.001720     1.672
   0.16492  0.83570  0.01163  0.98585  0.006117  0.003676  0.001774     1.664
   0.17367  0.82702  0.01278  0.99112  0.005968  0.003597  0.001816     1.659
   0.18244  0.81833  0.01397  0.99743  0.005789  0.003506  0.001875     1.651
   0.19123  0.80963  0.01516  1.00311  0.005638  0.003426  0.001924     1.646
   0.20000  0.80094  0.01639  1.00942  0.005472  0.003340  0.001984     1.638
   0.20879  0.79224  0.01762  1.01538  0.005323  0.003261  0.002039     1.632
   0.21759  0.78353  0.01887  1.02151  0.005174  0.003182  0.002096     1.626
   0.22639  0.77482  0.02015  1.02830  0.005012  0.003098  0.002165     1.618
   0.23520  0.76611  0.02143  1.03475  0.004866  0.003020  0.002229     1.612
   0.24400  0.75740  0.02273  1.04116  0.004726  0.002944  0.002293     1.605
