#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.84283  0.007089  0.004119  0.001188     1.721
   0.00408  0.99592  0.00019  0.84806  0.006848  0.004022  0.001248     1.703
   0.01077  0.98925  0.00065  0.85896  0.006378  0.003831  0.001382     1.665
   0.01818  0.98187  0.00132  0.86819  0.006024  0.003678  0.001490     1.638
   0.02634  0.97376  0.00217  0.87773  0.005690  0.003527  0.001603     1.613
   0.03516  0.96499  0.00316  0.88769  0.005370  0.003377  0.001722     1.590
   0.04451  0.95570  0.00422  0.89579  0.005133  0.003259  0.001813     1.575
   0.05416  0.94612  0.00534  0.90368  0.004915  0.003148  0.001902     1.561
   0.06396  0.93638  0.00648  0.90948  0.004767  0.003066  0.001959     1.555
   0.07383  0.92658  0.00766  0.91544  0.004619  0.002984  0.002020     1.548
   0.08374  0.91675  0.00886  0.92017  0.004508  0.002918  0.002061     1.545
   0.09366  0.90690  0.01010  0.92502  0.004398  0.002852  0.002105     1.542
   0.10360  0.89705  0.01138  0.92997  0.004287  0.002786  0.002150     1.539
   0.11355  0.88719  0.01270  0.93511  0.004176  0.002720  0.002199     1.535
   0.12352  0.87731  0.01405  0.93992  0.004075  0.002659  0.002243     1.532
   0.13349  0.86743  0.01543  0.94460  0.003979  0.002600  0.002284     1.530
   0.14349  0.85753  0.01685  0.94972  0.003877  0.002538  0.002334     1.527
   0.15351  0.84762  0.01830  0.95461  0.003782  0.002480  0.002379     1.525
   0.16353  0.83771  0.01978  0.95980  0.003683  0.002420  0.002431     1.522
   0.17357  0.82778  0.02129  0.96505  0.003586  0.002361  0.002483     1.519
   0.18362  0.81785  0.02282  0.97006  0.003496  0.002305  0.002532     1.517
   0.19369  0.80790  0.02438  0.97538  0.003403  0.002248  0.002587     1.514
   0.20377  0.79795  0.02596  0.98067  0.003312  0.002192  0.002642     1.511
   0.21385  0.78799  0.02756  0.98581  0.003227  0.002138  0.002694     1.509
   0.22396  0.77802  0.02919  0.99173  0.003131  0.002080  0.002761     1.505
   0.23407  0.76804  0.03083  0.99692  0.003048  0.002028  0.002816     1.503
   0.24420  0.75805  0.03249  1.00247  0.002963  0.001975  0.002878     1.501
   0.25434  0.74805  0.03417  1.00847  0.002873  0.001919  0.002950     1.497
   0.26449  0.73804  0.03586  1.01391  0.002794  0.001869  0.003011     1.495
   0.27465  0.72802  0.03757  1.02028  0.002704  0.001814  0.003092     1.491
   0.28483  0.71799  0.03928  1.02546  0.002631  0.001767  0.003151     1.489
   0.29502  0.70795  0.04101  1.03177  0.002546  0.001714  0.003233     1.485
   0.30521  0.69791  0.04275  1.03830  0.002461  0.001662  0.003321     1.481
   0.31542  0.68785  0.04449  1.04405  0.002387  0.001614  0.003395     1.479
   0.32564  0.67778  0.04624  1.05055  0.002307  0.001564  0.003486     1.475
   0.33587  0.66770  0.04799  1.05670  0.002232  0.001517  0.003573     1.472
   0.34609  0.65763  0.04974  1.06300  0.002157  0.001470  0.003664     1.468
   0.35632  0.64755  0.05149  1.06937  0.002084  0.001423  0.003759     1.465
   0.36654  0.63748  0.05324  1.07625  0.002008  0.001375  0.003868     1.460
   0.37675  0.62742  0.05498  1.08244  0.001939  0.001331  0.003965     1.457
   0.38695  0.61737  0.05672  1.08991  0.001862  0.001282  0.004094     1.452
   0.39714  0.60733  0.05844  1.09610  0.001796  0.001240  0.004197     1.449
   0.40730  0.59731  0.06015  1.10282  0.001729  0.001197  0.004316     1.445
   0.41745  0.58730  0.06185  1.10952  0.001662  0.001154  0.004438     1.441
   0.42760  0.57730  0.06354  1.11711  0.001592  0.001109  0.004586     1.435
   0.43772  0.56731  0.06521  1.12400  0.001527  0.001067  0.004722     1.431
   0.44784  0.55733  0.06686  1.13086  0.001465  0.001026  0.004861     1.427
   0.45793  0.54737  0.06849  1.13797  0.001402  0.000986  0.005009     1.423
   0.46801  0.53742  0.07010  1.14554  0.001339  0.000944  0.005174     1.418
   0.47808  0.52748  0.07168  1.15191  0.001283  0.000906  0.005310     1.416
   0.48813  0.51755  0.07324  1.15898  0.001226  0.000868  0.005463     1.413
   0.49817  0.50763  0.07478  1.16709  0.001166  0.000827  0.005640     1.410
   0.50818  0.49773  0.07628  1.17370  0.001115  0.000791  0.005770     1.410
   0.51818  0.48784  0.07775  1.18043  0.001066  0.000754  0.005882     1.414
   0.52815  0.47797  0.07919  1.18780  0.001019  0.000718  0.005975     1.420
   0.53811  0.46811  0.08059  1.19425  0.000981  0.000684  0.005979     1.434
   0.54806  0.45826  0.08195  1.19987  0.000954  0.000652  0.005840     1.462
   0.55796  0.44844  0.08327  1.20545  0.000942  0.000623  0.005497     1.512
   0.56787  0.43862  0.08455  1.21033  0.000960  0.000597  0.004777     1.610
   0.57773  0.42883  0.08578  1.21518  0.001040  0.000574  0.003478     1.812
   0.58759  0.41905  0.08697  1.22962  0.001220  0.000539  0.001705     2.263
   0.59741  0.40929  0.08810  1.26937  0.001547  0.000460  0.000236     3.361
   0.60721  0.39955  0.08918  1.30427  0.001805  0.000392 -0.000184     4.606
   0.61698  0.38983  0.09020  1.30818  0.001878  0.000385 -0.000208     4.885
   0.62674  0.38012  0.09116  1.31198  0.001863  0.000378 -0.000215     4.934
   0.63645  0.37045  0.09206  1.31582  0.001788  0.000371 -0.000214     4.825
   0.64614  0.36080  0.09290  1.31991  0.001667  0.000364 -0.000198     4.584
   0.65578  0.35119  0.09366  1.32447  0.001539  0.000356 -0.000161     4.323
