#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.83425  0.007090  0.004072  0.000926     1.741
   0.00408  0.99592  0.00019  0.83997  0.006821  0.003966  0.000980     1.720
   0.01077  0.98925  0.00065  0.85193  0.006298  0.003760  0.001101     1.675
   0.01818  0.98187  0.00132  0.86226  0.005905  0.003592  0.001202     1.644
   0.02634  0.97376  0.00217  0.87298  0.005537  0.003428  0.001307     1.615
   0.03516  0.96499  0.00316  0.88413  0.005190  0.003267  0.001418     1.589
   0.04451  0.95570  0.00422  0.89338  0.004932  0.003139  0.001504     1.571
   0.05416  0.94612  0.00534  0.90238  0.004698  0.003020  0.001588     1.555
   0.06396  0.93638  0.00648  0.90915  0.004536  0.002932  0.001645     1.547
   0.07383  0.92658  0.00766  0.91604  0.004379  0.002845  0.001703     1.539
   0.08374  0.91675  0.00886  0.92157  0.004260  0.002775  0.001744     1.535
   0.09366  0.90690  0.01010  0.92723  0.004143  0.002705  0.001786     1.531
   0.10360  0.89705  0.01138  0.93289  0.004029  0.002638  0.001829     1.528
   0.11355  0.88719  0.01270  0.93880  0.003914  0.002569  0.001876     1.523
   0.12352  0.87731  0.01405  0.94431  0.003811  0.002506  0.001917     1.520
   0.13349  0.86743  0.01543  0.94964  0.003714  0.002446  0.001956     1.518
   0.14349  0.85753  0.01685  0.95542  0.003612  0.002384  0.002001     1.515
   0.15351  0.84762  0.01830  0.96096  0.003517  0.002325  0.002042     1.513
   0.16353  0.83771  0.01978  0.96678  0.003420  0.002265  0.002088     1.510
   0.17357  0.82778  0.02129  0.97268  0.003325  0.002206  0.002135     1.507
   0.18362  0.81785  0.02282  0.97832  0.003237  0.002151  0.002179     1.505
   0.19369  0.80790  0.02438  0.98425  0.003147  0.002095  0.002227     1.503
   0.20377  0.79795  0.02596  0.99022  0.003059  0.002039  0.002275     1.500
   0.21385  0.78799  0.02756  0.99592  0.002978  0.001987  0.002320     1.499
   0.22396  0.77802  0.02919  1.00249  0.002887  0.001930  0.002377     1.496
   0.23407  0.76804  0.03083  1.00831  0.002809  0.001880  0.002424     1.494
   0.24420  0.75805  0.03249  1.01446  0.002728  0.001828  0.002475     1.492
   0.25434  0.74805  0.03417  1.02115  0.002644  0.001775  0.002536     1.490
   0.26449  0.73804  0.03586  1.02718  0.002569  0.001726  0.002586     1.488
   0.27465  0.72802  0.03757  1.03427  0.002485  0.001673  0.002654     1.485
   0.28483  0.71799  0.03928  1.04006  0.002418  0.001628  0.002700     1.485
   0.29502  0.70795  0.04101  1.04701  0.002340  0.001578  0.002766     1.482
   0.30521  0.69791  0.04275  1.05424  0.002261  0.001528  0.002838     1.480
   0.31542  0.68785  0.04449  1.06074  0.002193  0.001483  0.002897     1.478
   0.32564  0.67778  0.04624  1.06789  0.002119  0.001436  0.002968     1.476
