#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.85521  0.004675  0.002941  0.001744     1.590
   0.00408  0.99592  0.00019  0.86032  0.004533  0.002874  0.001811     1.577
   0.01077  0.98925  0.00065  0.87124  0.004247  0.002739  0.001965     1.550
   0.01818  0.98187  0.00132  0.87936  0.004052  0.002641  0.002074     1.534
   0.02634  0.97376  0.00217  0.88749  0.003867  0.002546  0.002185     1.519
   0.03516  0.96499  0.00316  0.89615  0.003682  0.002448  0.002306     1.504
   0.04451  0.95570  0.00422  0.90207  0.003560  0.002379  0.002382     1.496
   0.05416  0.94612  0.00534  0.90808  0.003440  0.002311  0.002461     1.489
   0.06396  0.93638  0.00648  0.91149  0.003371  0.002266  0.002496     1.487
   0.07383  0.92658  0.00766  0.91553  0.003292  0.002217  0.002542     1.485
   0.08374  0.91675  0.00886  0.91822  0.003237  0.002179  0.002565     1.485
   0.09366  0.90690  0.01010  0.92120  0.003179  0.002140  0.002593     1.486
   0.10360  0.89705  0.01138  0.92459  0.003114  0.002097  0.002628     1.485
   0.11355  0.88719  0.01270  0.92813  0.003048  0.002054  0.002666     1.484
   0.12352  0.87731  0.01405  0.93145  0.002986  0.002014  0.002701     1.483
   0.13349  0.86743  0.01543  0.93466  0.002928  0.001974  0.002733     1.483
   0.14349  0.85753  0.01685  0.93846  0.002861  0.001931  0.002777     1.482
   0.15351  0.84762  0.01830  0.94197  0.002799  0.001890  0.002815     1.481
   0.16353  0.83771  0.01978  0.94591  0.002733  0.001847  0.002863     1.479
   0.17357  0.82778  0.02129  0.94989  0.002666  0.001804  0.002911     1.478
   0.18362  0.81785  0.02282  0.95360  0.002605  0.001764  0.002955     1.477
   0.19369  0.80790  0.02438  0.95766  0.002540  0.001722  0.003007     1.475
   0.20377  0.79795  0.02596  0.96168  0.002476  0.001680  0.003058     1.474
   0.21385  0.78799  0.02756  0.96555  0.002415  0.001640  0.003108     1.472
   0.22396  0.77802  0.02919  0.97035  0.002345  0.001596  0.003177     1.469
   0.23407  0.76804  0.03083  0.97420  0.002286  0.001557  0.003228     1.468
   0.24420  0.75805  0.03249  0.97852  0.002223  0.001516  0.003290     1.466
   0.25434  0.74805  0.03417  0.98331  0.002156  0.001473  0.003363     1.463
   0.26449  0.73804  0.03586  0.98740  0.002097  0.001435  0.003423     1.462
   0.27465  0.72802  0.03757  0.99263  0.002028  0.001391  0.003509     1.458
   0.28483  0.71799  0.03928  0.99631  0.001975  0.001355  0.003564     1.457
   0.29502  0.70795  0.04101  1.00138  0.001909  0.001313  0.003650     1.454
   0.30521  0.69791  0.04275  1.00670  0.001843  0.001271  0.003745     1.450
   0.31542  0.68785  0.04449  1.01091  0.001787  0.001234  0.003818     1.448
   0.32564  0.67778  0.04624  1.01614  0.001723  0.001193  0.003916     1.444
   0.33587  0.66770  0.04799  1.02078  0.001666  0.001155  0.004003     1.442
   0.34609  0.65763  0.04974  1.02569  0.001607  0.001117  0.004098     1.439
   0.35632  0.64755  0.05149  1.03044  0.001550  0.001079  0.004192     1.436
   0.36654  0.63748  0.05324  1.03579  0.001491  0.001040  0.004302     1.433
   0.37675  0.62742  0.05498  1.04040  0.001437  0.001004  0.004394     1.431
   0.38695  0.61737  0.05672  1.04625  0.001377  0.000964  0.004518     1.428
   0.39714  0.60733  0.05844  1.05057  0.001328  0.000930  0.004603     1.428
   0.40730  0.59731  0.06015  1.05545  0.001277  0.000894  0.004695     1.428
   0.41745  0.58730  0.06185  1.06017  0.001229  0.000859  0.004772     1.431
   0.42760  0.57730  0.06354  1.06570  0.001180  0.000822  0.004855     1.434
   0.43772  0.56731  0.06521  1.07035  0.001138  0.000789  0.004885     1.443
   0.44784  0.55733  0.06686  1.07458  0.001104  0.000757  0.004856     1.459
   0.45793  0.54737  0.06849  1.07890  0.001077  0.000726  0.004749     1.485
   0.46801  0.53742  0.07010  1.08319  0.001063  0.000696  0.004516     1.527
   0.47808  0.52748  0.07168  1.08603  0.001077  0.000671  0.004037     1.605
   0.48813  0.51755  0.07324  1.09008  0.001126  0.000647  0.003280     1.742
   0.49817  0.50763  0.07478  1.09746  0.001236  0.000619  0.002205     1.997
   0.50818  0.49773  0.07628  1.11272  0.001445  0.000577  0.000983     2.504
   0.51818  0.48784  0.07775  1.14113  0.001714  0.000508  0.000210     3.376
   0.52815  0.47797  0.07919  1.15612  0.001880  0.000471 -0.000050     3.989
   0.53811  0.46811  0.08059  1.15950  0.001940  0.000463 -0.000100     4.187
   0.54806  0.45826  0.08195  1.16297  0.001947  0.000455 -0.000119     4.279
   0.55796  0.44844  0.08327  1.16652  0.001914  0.000447 -0.000123     4.283
   0.56787  0.43862  0.08455  1.17022  0.001854  0.000439 -0.000115     4.227
   0.57773  0.42883  0.08578  1.17410  0.001783  0.000430 -0.000099     4.146
   0.58759  0.41905  0.08697  1.17820  0.001690  0.000421 -0.000064     4.011
   0.59741  0.40929  0.08810  1.18256  0.001605  0.000412 -0.000025     3.894
   0.60721  0.39955  0.08918  1.18724  0.001514  0.000403  0.000034     3.758
   0.61698  0.38983  0.09020  1.19225  0.001425  0.000393  0.000107     3.626
   0.62674  0.38012  0.09116  1.19756  0.001344  0.000383  0.000188     3.509
   0.63645  0.37045  0.09206  1.20325  0.001260  0.000372  0.000295     3.384
   0.64614  0.36080  0.09290  1.20940  0.001174  0.000361  0.000440     3.248
   0.65578  0.35119  0.09366  1.21558  0.001101  0.000350  0.000581     3.143
   0.66535  0.34164  0.09434  1.22186  0.001032  0.000339  0.000740     3.044
   0.67486  0.33215  0.09494  1.22831  0.000965  0.000328  0.000933     2.944
   0.68431  0.32272  0.09545  1.23486  0.000897  0.000316  0.001171     2.840
   0.69369  0.31335  0.09585  1.24003  0.000851  0.000306  0.001341     2.781
   0.70300  0.30404  0.09615  1.24510  0.000803  0.000296  0.001550     2.716
   0.71226  0.29478  0.09635  1.25021  0.000752  0.000285  0.001831     2.636
   0.72148  0.28556  0.09642  1.25258  0.000722  0.000277  0.001975     2.607
   0.73066  0.27638  0.09638  1.25504  0.000689  0.000269  0.002182     2.563
   0.73981  0.26723  0.09622  1.25625  0.000660  0.000261  0.002365     2.530
   0.74897  0.25808  0.09594  1.25649  0.000633  0.000253  0.002548     2.499
   0.75812  0.24894  0.09553  1.25495  0.000615  0.000247  0.002654     2.487
   0.76728  0.23979  0.09500  1.25285  0.000597  0.000241  0.002758     2.476
   0.77645  0.23065  0.09435  1.24967  0.000585  0.000236  0.002800     2.480
   0.78562  0.22151  0.09359  1.24771  0.000562  0.000229  0.002992     2.453
   0.79478  0.21239  0.09270  1.24298  0.000552  0.000224  0.003002     2.464
   0.80393  0.20330  0.09170  1.23957  0.000532  0.000217  0.003156     2.447
   0.81303  0.19426  0.09058  1.23468  0.000517  0.000212  0.003246     2.444
