#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.87994  0.008958  0.005050  0.001104     1.774
   0.00408  0.99592  0.00019  0.88599  0.008603  0.004918  0.001175     1.749
   0.01077  0.98925  0.00065  0.89590  0.008071  0.004713  0.001292     1.712
   0.01818  0.98187  0.00132  0.90329  0.007722  0.004566  0.001372     1.691
   0.02634  0.97376  0.00217  0.91096  0.007386  0.004419  0.001454     1.671
   0.03516  0.96499  0.00316  0.91917  0.007051  0.004269  0.001542     1.652
   0.04451  0.95570  0.00422  0.92614  0.006791  0.004145  0.001611     1.638
   0.05416  0.94612  0.00534  0.93313  0.006545  0.004024  0.001680     1.626
   0.06396  0.93638  0.00648  0.93868  0.006365  0.003929  0.001727     1.620
   0.07383  0.92658  0.00766  0.94444  0.006186  0.003833  0.001777     1.614
   0.08374  0.91675  0.00886  0.94931  0.006043  0.003753  0.001814     1.610
   0.09366  0.90690  0.01010  0.95441  0.005898  0.003671  0.001854     1.606
   0.10360  0.89705  0.01138  0.95958  0.005754  0.003591  0.001895     1.603
   0.11355  0.88719  0.01270  0.96508  0.005605  0.003507  0.001941     1.598
   0.12352  0.87731  0.01405  0.97033  0.005468  0.003429  0.001984     1.595
   0.13349  0.86743  0.01543  0.97552  0.005338  0.003354  0.002025     1.592
   0.14349  0.85753  0.01685  0.98111  0.005199  0.003275  0.002073     1.588
   0.15351  0.84762  0.01830  0.98660  0.005069  0.003199  0.002118     1.584
   0.16353  0.83771  0.01978  0.99236  0.004934  0.003123  0.002169     1.580
   0.17357  0.82778  0.02129  0.99825  0.004801  0.003046  0.002222     1.576
   0.18362  0.81785  0.02282  1.00399  0.004677  0.002973  0.002272     1.573
   0.19369  0.80790  0.02438  1.01001  0.004549  0.002899  0.002327     1.569
   0.20377  0.79795  0.02596  1.01611  0.004424  0.002826  0.002383     1.565
   0.21385  0.78799  0.02756  1.02205  0.004306  0.002757  0.002437     1.562
   0.22396  0.77802  0.02919  1.02868  0.004177  0.002682  0.002504     1.557
   0.23407  0.76804  0.03083  1.03481  0.004063  0.002614  0.002561     1.554
   0.24420  0.75805  0.03249  1.04125  0.003947  0.002545  0.002625     1.551
   0.25434  0.74805  0.03417  1.04813  0.003825  0.002474  0.002696     1.546
   0.26449  0.73804  0.03586  1.05454  0.003717  0.002409  0.002760     1.543
   0.27465  0.72802  0.03757  1.06182  0.003597  0.002339  0.002840     1.538
   0.28483  0.71799  0.03928  1.06816  0.003496  0.002277  0.002903     1.535
   0.29502  0.70795  0.04101  1.07540  0.003385  0.002211  0.002984     1.531
   0.30521  0.69791  0.04275  1.08294  0.003272  0.002144  0.003071     1.526
   0.31542  0.68785  0.04449  1.09000  0.003171  0.002082  0.003150     1.523
   0.32564  0.67778  0.04624  1.09751  0.003066  0.002019  0.003239     1.519
   0.33587  0.66770  0.04799  1.10485  0.002967  0.001958  0.003325     1.515
   0.34609  0.65763  0.04974  1.11242  0.002868  0.001898  0.003417     1.511
   0.35632  0.64755  0.05149  1.12007  0.002772  0.001839  0.003512     1.507
   0.36654  0.63748  0.05324  1.12817  0.002673  0.001779  0.003618     1.503
   0.37675  0.62742  0.05498  1.13580  0.002583  0.001723  0.003716     1.499
   0.38695  0.61737  0.05672  1.14454  0.002484  0.001663  0.003839     1.494
   0.39714  0.60733  0.05844  1.15224  0.002399  0.001610  0.003943     1.490
   0.40730  0.59731  0.06015  1.16043  0.002312  0.001555  0.004059     1.486
   0.41745  0.58730  0.06185  1.16866  0.002227  0.001502  0.004178     1.482
   0.42760  0.57730  0.06354  1.17782  0.002136  0.001447  0.004322     1.477
   0.43772  0.56731  0.06521  1.18635  0.002054  0.001395  0.004454     1.473
   0.44784  0.55733  0.06686  1.19493  0.001974  0.001345  0.004591     1.468
   0.45793  0.54737  0.06849  1.20389  0.001894  0.001294  0.004741     1.464
   0.46801  0.53742  0.07010  1.21317  0.001814  0.001244  0.004902     1.458
   0.47808  0.52748  0.07168  1.22175  0.001742  0.001197  0.005051     1.455
   0.48813  0.51755  0.07324  1.23079  0.001668  0.001150  0.005215     1.450
   0.49817  0.50763  0.07478  1.24110  0.001589  0.001100  0.005416     1.444
   0.50818  0.49773  0.07628  1.25009  0.001521  0.001056  0.005589     1.440
   0.51818  0.48784  0.07775  1.25958  0.001451  0.001011  0.005779     1.436
   0.52815  0.47797  0.07919  1.26975  0.001381  0.000965  0.005992     1.430
   0.53811  0.46811  0.08059  1.27949  0.001315  0.000922  0.006198     1.426
   0.54806  0.45826  0.08195  1.28910  0.001252  0.000880  0.006402     1.423
   0.55796  0.44844  0.08327  1.29913  0.001190  0.000838  0.006616     1.420
   0.56787  0.43862  0.08455  1.30938  0.001130  0.000796  0.006830     1.419
   0.57773  0.42883  0.08578  1.31860  0.001077  0.000758  0.006999     1.420
   0.58759  0.41905  0.08697  1.33005  0.001019  0.000716  0.007205     1.422
   0.59741  0.40929  0.08810  1.33907  0.000974  0.000680  0.007282     1.433
   0.60721  0.39955  0.08918  1.34917  0.000933  0.000643  0.007293     1.450
   0.61698  0.38983  0.09020  1.35827  0.000904  0.000610  0.007093     1.484
   0.62674  0.38012  0.09116  1.36642  0.000897  0.000579  0.006539     1.549
   0.63645  0.37045  0.09206  1.37513  0.000922  0.000551  0.005447     1.675
   0.64614  0.36080  0.09290  1.38769  0.001012  0.000521  0.003602     1.943
   0.65578  0.35119  0.09366  1.41574  0.001223  0.000473  0.001283     2.587
   0.66535  0.34164  0.09434  1.47827  0.001522  0.000375 -0.000096     4.060
