#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.91572  0.002016  0.001481  0.003277     1.362
   0.00377  0.99624 -0.00023  0.90579  0.002105  0.001529  0.003108     1.377
   0.01072  0.98929 -0.00051  0.89096  0.002248  0.001603  0.002854     1.402
   0.01845  0.98156 -0.00063  0.88308  0.002325  0.001639  0.002716     1.419
   0.02661  0.97340 -0.00056  0.88080  0.002337  0.001639  0.002670     1.426
   0.03500  0.96502 -0.00034  0.88013  0.002331  0.001629  0.002649     1.431
   0.04347  0.95655  0.00000  0.88207  0.002293  0.001602  0.002671     1.431
   0.05203  0.94800  0.00043  0.88337  0.002263  0.001579  0.002682     1.433
   0.06063  0.93942  0.00095  0.88593  0.002218  0.001549  0.002714     1.432
   0.06925  0.93082  0.00154  0.88787  0.002182  0.001523  0.002735     1.433
   0.07789  0.92221  0.00220  0.89023  0.002140  0.001494  0.002763     1.433
   0.08653  0.91359  0.00291  0.89279  0.002098  0.001464  0.002794     1.433
   0.09519  0.90497  0.00369  0.89625  0.002046  0.001430  0.002841     1.431
   0.10387  0.89633  0.00453  0.89921  0.002000  0.001398  0.002879     1.430
   0.11256  0.88769  0.00542  0.90295  0.001947  0.001363  0.002932     1.428
   0.12126  0.87904  0.00635  0.90621  0.001899  0.001331  0.002975     1.427
   0.12996  0.87039  0.00733  0.91021  0.001846  0.001295  0.003033     1.425
   0.13869  0.86172  0.00836  0.91469  0.001789  0.001258  0.003100     1.422
   0.14742  0.85306  0.00942  0.91883  0.001736  0.001222  0.003161     1.420
   0.15616  0.84438  0.01051  0.92245  0.001689  0.001190  0.003212     1.420
   0.16492  0.83570  0.01163  0.92713  0.001634  0.001153  0.003282     1.418
   0.17367  0.82702  0.01278  0.93057  0.001591  0.001122  0.003326     1.418
   0.18244  0.81833  0.01397  0.93601  0.001533  0.001083  0.003409     1.416
   0.19123  0.80963  0.01516  0.93953  0.001492  0.001052  0.003450     1.418
   0.20000  0.80094  0.01639  0.94450  0.001442  0.001016  0.003515     1.419
