#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.85404  0.004530  0.002857  0.001701     1.586
   0.00408  0.99592  0.00019  0.85921  0.004391  0.002791  0.001767     1.573
   0.01077  0.98925  0.00065  0.87036  0.004109  0.002658  0.001919     1.546
   0.01818  0.98187  0.00132  0.87864  0.003917  0.002561  0.002027     1.530
   0.02634  0.97376  0.00217  0.88691  0.003737  0.002467  0.002136     1.515
   0.03516  0.96499  0.00316  0.89571  0.003556  0.002371  0.002255     1.500
   0.04451  0.95570  0.00422  0.90169  0.003437  0.002304  0.002329     1.492
   0.05416  0.94612  0.00534  0.90777  0.003321  0.002236  0.002407     1.485
   0.06396  0.93638  0.00648  0.91118  0.003254  0.002193  0.002440     1.484
   0.07383  0.92658  0.00766  0.91525  0.003177  0.002145  0.002484     1.481
   0.08374  0.91675  0.00886  0.91794  0.003125  0.002108  0.002506     1.482
   0.09366  0.90690  0.01010  0.92093  0.003069  0.002070  0.002532     1.482
   0.10360  0.89705  0.01138  0.92433  0.003007  0.002029  0.002565     1.482
   0.11355  0.88719  0.01270  0.92790  0.002943  0.001987  0.002602     1.481
   0.12352  0.87731  0.01405  0.93124  0.002884  0.001947  0.002634     1.481
   0.13349  0.86743  0.01543  0.93445  0.002827  0.001909  0.002665     1.481
   0.14349  0.85753  0.01685  0.93828  0.002762  0.001867  0.002706     1.480
   0.15351  0.84762  0.01830  0.94180  0.002703  0.001827  0.002743     1.479
   0.16353  0.83771  0.01978  0.94576  0.002639  0.001785  0.002787     1.478
   0.17357  0.82778  0.02129  0.94975  0.002575  0.001744  0.002833     1.477
   0.18362  0.81785  0.02282  0.95347  0.002516  0.001705  0.002875     1.476
   0.19369  0.80790  0.02438  0.95756  0.002453  0.001664  0.002923     1.475
   0.20377  0.79795  0.02596  0.96159  0.002392  0.001624  0.002972     1.473
   0.21385  0.78799  0.02756  0.96548  0.002334  0.001585  0.003018     1.472
   0.22396  0.77802  0.02919  0.97031  0.002265  0.001541  0.003084     1.470
   0.23407  0.76804  0.03083  0.97417  0.002209  0.001504  0.003132     1.469
   0.24420  0.75805  0.03249  0.97851  0.002148  0.001464  0.003190     1.467
   0.25434  0.74805  0.03417  0.98332  0.002083  0.001423  0.003259     1.465
   0.26449  0.73804  0.03586  0.98744  0.002027  0.001385  0.003316     1.463
   0.27465  0.72802  0.03757  0.99270  0.001960  0.001343  0.003398     1.460
   0.28483  0.71799  0.03928  0.99639  0.001909  0.001308  0.003449     1.459
   0.29502  0.70795  0.04101  1.00149  0.001846  0.001267  0.003531     1.456
   0.30521  0.69791  0.04275  1.00686  0.001781  0.001226  0.003622     1.452
   0.31542  0.68785  0.04449  1.01109  0.001727  0.001191  0.003690     1.451
   0.32564  0.67778  0.04624  1.01636  0.001666  0.001151  0.003784     1.447
   0.33587  0.66770  0.04799  1.02104  0.001610  0.001114  0.003868     1.445
   0.34609  0.65763  0.04974  1.02600  0.001553  0.001077  0.003960     1.442
   0.35632  0.64755  0.05149  1.03080  0.001498  0.001041  0.004052     1.439
   0.36654  0.63748  0.05324  1.03622  0.001439  0.001003  0.004161     1.436
   0.37675  0.62742  0.05498  1.04088  0.001387  0.000967  0.004254     1.434
   0.38695  0.61737  0.05672  1.04683  0.001327  0.000929  0.004381     1.429
   0.39714  0.60733  0.05844  1.05124  0.001278  0.000895  0.004472     1.428
   0.40730  0.59731  0.06015  1.05624  0.001227  0.000860  0.004576     1.427
   0.41745  0.58730  0.06185  1.06109  0.001178  0.000826  0.004672     1.427
   0.42760  0.57730  0.06354  1.06682  0.001127  0.000790  0.004783     1.427
   0.43772  0.56731  0.06521  1.07168  0.001082  0.000756  0.004858     1.430
   0.44784  0.55733  0.06686  1.07618  0.001042  0.000724  0.004895     1.438
   0.45793  0.54737  0.06849  1.08084  0.001006  0.000693  0.004889     1.452
   0.46801  0.53742  0.07010  1.08557  0.000976  0.000662  0.004807     1.476
   0.47808  0.52748  0.07168  1.08867  0.000966  0.000635  0.004545     1.520
   0.48813  0.51755  0.07324  1.09241  0.000974  0.000609  0.004080     1.597
   0.49817  0.50763  0.07478  1.09721  0.001016  0.000584  0.003302     1.738
   0.50818  0.49773  0.07628  1.10383  0.001132  0.000560  0.002111     2.022
   0.51818  0.48784  0.07775  1.12116  0.001343  0.000518  0.000846     2.592
   0.52815  0.47797  0.07919  1.15181  0.001596  0.000450  0.000117     3.543
   0.53811  0.46811  0.08059  1.15957  0.001716  0.000433 -0.000039     3.960
   0.54806  0.45826  0.08195  1.16306  0.001757  0.000426 -0.000083     4.127
   0.55796  0.44844  0.08327  1.16668  0.001747  0.000418 -0.000096     4.180
   0.56787  0.43862  0.08455  1.17043  0.001705  0.000410 -0.000093     4.158
   0.57773  0.42883  0.08578  1.17434  0.001650  0.000402 -0.000082     4.102
   0.58759  0.41905  0.08697  1.17847  0.001568  0.000394 -0.000051     3.981
   0.59741  0.40929  0.08810  1.18285  0.001494  0.000386 -0.000016     3.876
   0.60721  0.39955  0.08918  1.18754  0.001412  0.000377  0.000037     3.748
   0.61698  0.38983  0.09020  1.19254  0.001331  0.000368  0.000103     3.621
   0.62674  0.38012  0.09116  1.19784  0.001256  0.000358  0.000177     3.508
   0.63645  0.37045  0.09206  1.20353  0.001179  0.000348  0.000276     3.385
   0.64614  0.36080  0.09290  1.20969  0.001098  0.000338  0.000412     3.249
   0.65578  0.35119  0.09366  1.21586  0.001030  0.000328  0.000543     3.144
   0.66535  0.34164  0.09434  1.22214  0.000966  0.000317  0.000691     3.046
   0.67486  0.33215  0.09494  1.22860  0.000902  0.000306  0.000873     2.945
   0.68431  0.32272  0.09545  1.23518  0.000839  0.000296  0.001097     2.840
   0.69369  0.31335  0.09585  1.24032  0.000796  0.000286  0.001255     2.782
   0.70300  0.30404  0.09615  1.24540  0.000751  0.000277  0.001451     2.717
   0.71226  0.29478  0.09635  1.25054  0.000703  0.000267  0.001717     2.636
   0.72148  0.28556  0.09642  1.25287  0.000676  0.000259  0.001850     2.607
   0.73066  0.27638  0.09638  1.25533  0.000644  0.000251  0.002044     2.564
   0.73981  0.26723  0.09622  1.25653  0.000617  0.000244  0.002216     2.530
   0.74897  0.25808  0.09594  1.25676  0.000592  0.000237  0.002388     2.499
