#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.95676  0.003474  0.002634  0.004704     1.319
   0.00377  0.99624 -0.00023  0.95607  0.003471  0.002630  0.004696     1.320
   0.01072  0.98929 -0.00051  0.93647  0.003767  0.002800  0.004260     1.345
   0.01845  0.98156 -0.00063  0.92509  0.003952  0.002899  0.004005     1.363
   0.02661  0.97340 -0.00056  0.91923  0.004047  0.002942  0.003865     1.375
   0.03500  0.96502 -0.00034  0.91608  0.004095  0.002957  0.003779     1.385
   0.04347  0.95655  0.00000  0.91545  0.004095  0.002945  0.003744     1.390
   0.05203  0.94800  0.00043  0.91512  0.004091  0.002930  0.003710     1.396
   0.06063  0.93942  0.00095  0.91587  0.004067  0.002903  0.003697     1.401
   0.06925  0.93082  0.00154  0.91685  0.004041  0.002873  0.003684     1.406
   0.07789  0.92221  0.00220  0.91821  0.004009  0.002840  0.003675     1.411
   0.08653  0.91359  0.00291  0.91985  0.003973  0.002804  0.003667     1.417
   0.09519  0.90497  0.00369  0.92244  0.003921  0.002759  0.003676     1.422
   0.10387  0.89633  0.00453  0.92470  0.003879  0.002717  0.003671     1.428
   0.11256  0.88769  0.00542  0.92771  0.003825  0.002668  0.003678     1.433
   0.12126  0.87904  0.00635  0.93053  0.003778  0.002622  0.003672     1.441
   0.12996  0.87039  0.00733  0.93365  0.003729  0.002574  0.003665     1.449
   0.13869  0.86172  0.00836  0.93739  0.003674  0.002521  0.003663     1.458
   0.14742  0.85306  0.00942  0.94076  0.003630  0.002471  0.003640     1.469
   0.15616  0.84438  0.01051  0.94392  0.003597  0.002425  0.003597     1.483
   0.16492  0.83570  0.01163  0.94773  0.003558  0.002374  0.003553     1.499
   0.17367  0.82702  0.01278  0.95067  0.003545  0.002331  0.003466     1.520
   0.18244  0.81833  0.01397  0.95474  0.003521  0.002280  0.003381     1.544
   0.19123  0.80963  0.01516  0.95774  0.003531  0.002239  0.003237     1.577
   0.20000  0.80094  0.01639  0.96141  0.003547  0.002193  0.003071     1.617
   0.20879  0.79224  0.01762  0.96454  0.003598  0.002154  0.002842     1.671
   0.21759  0.78353  0.01887  0.96800  0.003678  0.002113  0.002561     1.741
   0.22639  0.77482  0.02015  0.97233  0.003789  0.002066  0.002230     1.834
