#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.88811  0.009000  0.005113  0.001187     1.760
   0.00408  0.99592  0.00019  0.89418  0.008649  0.004981  0.001261     1.736
   0.01077  0.98925  0.00065  0.90373  0.008142  0.004783  0.001378     1.702
   0.01818  0.98187  0.00132  0.91067  0.007817  0.004644  0.001455     1.683
   0.02634  0.97376  0.00217  0.91788  0.007502  0.004504  0.001533     1.666
   0.03516  0.96499  0.00316  0.92562  0.007185  0.004360  0.001618     1.648
   0.04451  0.95570  0.00422  0.93217  0.006939  0.004240  0.001684     1.636
   0.05416  0.94612  0.00534  0.93877  0.006703  0.004124  0.001750     1.626
   0.06396  0.93638  0.00648  0.94400  0.006532  0.004032  0.001795     1.620
   0.07383  0.92658  0.00766  0.94947  0.006358  0.003939  0.001843     1.614
   0.08374  0.91675  0.00886  0.95410  0.006220  0.003860  0.001878     1.611
   0.09366  0.90690  0.01010  0.95899  0.006077  0.003779  0.001917     1.608
   0.10360  0.89705  0.01138  0.96396  0.005936  0.003699  0.001957     1.605
   0.11355  0.88719  0.01270  0.96928  0.005787  0.003616  0.002003     1.600
   0.12352  0.87731  0.01405  0.97437  0.005650  0.003538  0.002045     1.597
   0.13349  0.86743  0.01543  0.97943  0.005519  0.003462  0.002087     1.594
   0.14349  0.85753  0.01685  0.98489  0.005379  0.003383  0.002135     1.590
   0.15351  0.84762  0.01830  0.99026  0.005246  0.003307  0.002181     1.587
   0.16353  0.83771  0.01978  0.99591  0.005110  0.003229  0.002233     1.583
   0.17357  0.82778  0.02129  1.00169  0.004975  0.003151  0.002286     1.579
   0.18362  0.81785  0.02282  1.00734  0.004847  0.003077  0.002338     1.575
   0.19369  0.80790  0.02438  1.01327  0.004716  0.003002  0.002394     1.571
   0.20377  0.79795  0.02596  1.01929  0.004588  0.002927  0.002453     1.567
   0.21385  0.78799  0.02756  1.02516  0.004467  0.002856  0.002508     1.564
   0.22396  0.77802  0.02919  1.03171  0.004334  0.002780  0.002577     1.559
   0.23407  0.76804  0.03083  1.03778  0.004217  0.002711  0.002637     1.556
   0.24420  0.75805  0.03249  1.04415  0.004097  0.002640  0.002702     1.552
   0.25434  0.74805  0.03417  1.05097  0.003972  0.002567  0.002777     1.547
   0.26449  0.73804  0.03586  1.05733  0.003859  0.002500  0.002843     1.544
   0.27465  0.72802  0.03757  1.06455  0.003735  0.002428  0.002927     1.538
   0.28483  0.71799  0.03928  1.07085  0.003631  0.002365  0.002993     1.536
   0.29502  0.70795  0.04101  1.07804  0.003516  0.002296  0.003077     1.531
   0.30521  0.69791  0.04275  1.08552  0.003399  0.002227  0.003168     1.526
   0.31542  0.68785  0.04449  1.09255  0.003294  0.002164  0.003251     1.522
   0.32564  0.67778  0.04624  1.10001  0.003185  0.002099  0.003344     1.518
   0.33587  0.66770  0.04799  1.10731  0.003083  0.002036  0.003434     1.514
   0.34609  0.65763  0.04974  1.11485  0.002980  0.001974  0.003531     1.510
   0.35632  0.64755  0.05149  1.12247  0.002880  0.001913  0.003631     1.505
   0.36654  0.63748  0.05324  1.13052  0.002778  0.001851  0.003742     1.501
   0.37675  0.62742  0.05498  1.13813  0.002684  0.001793  0.003845     1.497
   0.38695  0.61737  0.05672  1.14682  0.002582  0.001731  0.003974     1.491
   0.39714  0.60733  0.05844  1.15450  0.002493  0.001676  0.004083     1.487
   0.40730  0.59731  0.06015  1.16266  0.002403  0.001620  0.004204     1.483
   0.41745  0.58730  0.06185  1.17085  0.002315  0.001565  0.004330     1.479
   0.42760  0.57730  0.06354  1.17996  0.002221  0.001508  0.004479     1.473
   0.43772  0.56731  0.06521  1.18846  0.002136  0.001454  0.004618     1.469
   0.44784  0.55733  0.06686  1.19701  0.002053  0.001402  0.004760     1.464
   0.45793  0.54737  0.06849  1.20594  0.001970  0.001350  0.004916     1.459
   0.46801  0.53742  0.07010  1.21517  0.001888  0.001298  0.005083     1.454
   0.47808  0.52748  0.07168  1.22372  0.001812  0.001250  0.005237     1.450
   0.48813  0.51755  0.07324  1.23272  0.001737  0.001201  0.005405     1.446
   0.49817  0.50763  0.07478  1.24297  0.001656  0.001149  0.005610     1.440
   0.50818  0.49773  0.07628  1.25190  0.001585  0.001103  0.005785     1.437
   0.51818  0.48784  0.07775  1.26134  0.001514  0.001057  0.005975     1.433
   0.52815  0.47797  0.07919  1.27141  0.001443  0.001010  0.006186     1.429
   0.53811  0.46811  0.08059  1.28106  0.001376  0.000965  0.006384     1.426
   0.54806  0.45826  0.08195  1.29058  0.001312  0.000922  0.006576     1.424
   0.55796  0.44844  0.08327  1.30047  0.001250  0.000878  0.006768     1.423
   0.56787  0.43862  0.08455  1.31056  0.001191  0.000836  0.006950     1.425
   0.57773  0.42883  0.08578  1.31958  0.001140  0.000797  0.007067     1.431
   0.58759  0.41905  0.08697  1.33072  0.001085  0.000754  0.007196     1.439
   0.59741  0.40929  0.08810  1.33941  0.001047  0.000718  0.007156     1.458
   0.60721  0.39955  0.08918  1.34902  0.001015  0.000681  0.006987     1.490
   0.61698  0.38983  0.09020  1.35762  0.001004  0.000649  0.006515     1.548
   0.62674  0.38012  0.09116  1.36563  0.001026  0.000619  0.005566     1.657
   0.63645  0.37045  0.09206  1.37622  0.001105  0.000589  0.003993     1.874
   0.64614  0.36080  0.09290  1.39803  0.001278  0.000546  0.001914     2.342
   0.65578  0.35119  0.09366  1.44581  0.001561  0.000461  0.000286     3.384
   0.66535  0.34164  0.09434  1.48343  0.001759  0.000397 -0.000209     4.434
   0.67486  0.33215  0.09494  1.48778  0.001767  0.000390 -0.000231     4.536
   0.68431  0.32272  0.09545  1.49221  0.001693  0.000383 -0.000216     4.423
   0.69369  0.31335  0.09585  1.49692  0.001591  0.000376 -0.000174     4.236
   0.70300  0.30404  0.09615  1.50199  0.001470  0.000368 -0.000084     3.992
   0.71226  0.29478  0.09635  1.50777  0.001331  0.000360  0.000092     3.698
   0.72148  0.28556  0.09642  1.51410  0.001231  0.000351  0.000263     3.506
   0.73066  0.27638  0.09638  1.52117  0.001133  0.000342  0.000494     3.315
   0.73981  0.26723  0.09622  1.52839  0.001055  0.000332  0.000718     3.175
   0.74897  0.25808  0.09594  1.53563  0.000988  0.000323  0.000945     3.061
   0.75812  0.24894  0.09553  1.54204  0.000942  0.000314  0.001105     2.998
   0.76728  0.23979  0.09500  1.54812  0.000902  0.000306  0.001245     2.951
   0.77645  0.23065  0.09435  1.55371  0.000871  0.000298  0.001348     2.924
   0.78562  0.22151  0.09359  1.56023  0.000828  0.000289  0.001550     2.865
   0.79478  0.21239  0.09270  1.56490  0.000808  0.000282  0.001598     2.863
   0.80393  0.20330  0.09170  1.57088  0.000773  0.000274  0.001769     2.824
   0.81303  0.19426  0.09058  1.57619  0.000745  0.000266  0.001900     2.801
   0.82212  0.18526  0.08934  1.58148  0.000717  0.000258  0.002045     2.776
   0.83116  0.17632  0.08798  1.58683  0.000688  0.000250  0.002221     2.747
   0.84018  0.16743  0.08649  1.59147  0.000663  0.000243  0.002356     2.732
   0.84913  0.15862  0.08488  1.59616  0.000638  0.000235  0.002517     2.712
   0.85804  0.14988  0.08314  1.60051  0.000614  0.000228  0.002670     2.697
   0.86691  0.14121  0.08127  1.60469  0.000591  0.000220  0.002829     2.684
   0.87572  0.13263  0.07927  1.60873  0.000568  0.000213  0.003001     2.670
   0.88446  0.12416  0.07714  1.61280  0.000543  0.000205  0.003218     2.650
   0.89313  0.11579  0.07487  1.61558  0.000525  0.000198  0.003318     2.654
   0.90170  0.10756  0.07248  1.62006  0.000498  0.000190  0.003649     2.622
   0.91017  0.09948  0.06995  1.62202  0.000480  0.000183  0.003754     2.629
   0.91851  0.09157  0.06730  1.62566  0.000455  0.000175  0.004098     2.603
   0.92668  0.08388  0.06453  1.62773  0.000433  0.000167  0.004369     2.591
   0.93469  0.07641  0.06164  1.62903  0.000413  0.000160  0.004614     2.585
   0.94247  0.06922  0.05866  1.63095  0.000388  0.000152  0.005091     2.554
   0.95001  0.06234  0.05559  1.63028  0.000368  0.000145  0.005427     2.544
   0.95725  0.05581  0.05246  1.62884  0.000348  0.000138  0.005804     2.532
