#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.84938  0.005648  0.003440  0.001451     1.642
   0.00408  0.99592  0.00019  0.85461  0.005467  0.003360  0.001514     1.627
   0.01077  0.98925  0.00065  0.86571  0.005106  0.003200  0.001657     1.596
   0.01818  0.98187  0.00132  0.87461  0.004846  0.003076  0.001767     1.575
   0.02634  0.97376  0.00217  0.88364  0.004600  0.002956  0.001880     1.556
   0.03516  0.96499  0.00316  0.89310  0.004361  0.002836  0.001999     1.538
   0.04451  0.95570  0.00422  0.90021  0.004193  0.002746  0.002083     1.527
   0.05416  0.94612  0.00534  0.90723  0.004035  0.002660  0.002166     1.517
   0.06396  0.93638  0.00648  0.91184  0.003936  0.002600  0.002211     1.514
   0.07383  0.92658  0.00766  0.91685  0.003831  0.002537  0.002263     1.510
   0.08374  0.91675  0.00886  0.92054  0.003755  0.002489  0.002294     1.509
   0.09366  0.90690  0.01010  0.92445  0.003677  0.002439  0.002329     1.508
   0.10360  0.89705  0.01138  0.92861  0.003596  0.002387  0.002367     1.506
   0.11355  0.88719  0.01270  0.93295  0.003512  0.002335  0.002410     1.504
   0.12352  0.87731  0.01405  0.93701  0.003436  0.002286  0.002447     1.503
   0.13349  0.86743  0.01543  0.94095  0.003363  0.002239  0.002483     1.502
   0.14349  0.85753  0.01685  0.94541  0.003283  0.002188  0.002528     1.501
   0.15351  0.84762  0.01830  0.94960  0.003209  0.002140  0.002568     1.499
   0.16353  0.83771  0.01978  0.95417  0.003130  0.002090  0.002615     1.497
   0.17357  0.82778  0.02129  0.95879  0.003052  0.002041  0.002664     1.496
   0.18362  0.81785  0.02282  0.96315  0.002980  0.001994  0.002708     1.494
   0.19369  0.80790  0.02438  0.96785  0.002905  0.001946  0.002759     1.492
   0.20377  0.79795  0.02596  0.97252  0.002831  0.001899  0.002810     1.491
   0.21385  0.78799  0.02756  0.97702  0.002761  0.001854  0.002859     1.489
   0.22396  0.77802  0.02919  0.98239  0.002681  0.001804  0.002924     1.486
   0.23407  0.76804  0.03083  0.98693  0.002613  0.001760  0.002975     1.485
   0.24420  0.75805  0.03249  0.99186  0.002542  0.001714  0.003034     1.483
   0.25434  0.74805  0.03417  0.99728  0.002466  0.001666  0.003103     1.480
   0.26449  0.73804  0.03586  1.00207  0.002399  0.001623  0.003162     1.478
   0.27465  0.72802  0.03757  1.00787  0.002322  0.001575  0.003241     1.475
   0.28483  0.71799  0.03928  1.01232  0.002262  0.001535  0.003295     1.474
   0.29502  0.70795  0.04101  1.01803  0.002189  0.001489  0.003376     1.471
   0.30521  0.69791  0.04275  1.02398  0.002116  0.001442  0.003464     1.467
   0.31542  0.68785  0.04449  1.02904  0.002052  0.001401  0.003536     1.465
   0.32564  0.67778  0.04624  1.03486  0.001983  0.001357  0.003626     1.461
   0.33587  0.66770  0.04799  1.04031  0.001918  0.001315  0.003710     1.459
   0.34609  0.65763  0.04974  1.04600  0.001853  0.001273  0.003802     1.455
   0.35632  0.64755  0.05149  1.05159  0.001790  0.001232  0.003894     1.452
   0.36654  0.63748  0.05324  1.05774  0.001723  0.001190  0.004002     1.448
   0.37675  0.62742  0.05498  1.06322  0.001663  0.001151  0.004098     1.445
   0.38695  0.61737  0.05672  1.06994  0.001595  0.001108  0.004227     1.440
   0.39714  0.60733  0.05844  1.07536  0.001538  0.001070  0.004329     1.438
   0.40730  0.59731  0.06015  1.08126  0.001478  0.001031  0.004446     1.434
   0.41745  0.58730  0.06185  1.08710  0.001420  0.000993  0.004565     1.431
   0.42760  0.57730  0.06354  1.09386  0.001358  0.000952  0.004709     1.426
   0.43772  0.56731  0.06521  1.09987  0.001301  0.000915  0.004839     1.423
