#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.84507  0.004803  0.002995  0.001343     1.604
   0.00408  0.99592  0.00019  0.85066  0.004643  0.002921  0.001401     1.590
   0.01077  0.98925  0.00065  0.86297  0.004313  0.002768  0.001540     1.558
   0.01818  0.98187  0.00132  0.87269  0.004078  0.002653  0.001645     1.537
   0.02634  0.97376  0.00217  0.88241  0.003862  0.002542  0.001751     1.519
   0.03516  0.96499  0.00316  0.89256  0.003652  0.002432  0.001864     1.501
   0.04451  0.95570  0.00422  0.89992  0.003510  0.002353  0.001939     1.492
   0.05416  0.94612  0.00534  0.90721  0.003375  0.002276  0.002015     1.483
   0.06396  0.93638  0.00648  0.91177  0.003293  0.002225  0.002053     1.480
   0.07383  0.92658  0.00766  0.91686  0.003205  0.002170  0.002099     1.477
   0.08374  0.91675  0.00886  0.92047  0.003144  0.002128  0.002124     1.477
   0.09366  0.90690  0.01010  0.92434  0.003079  0.002085  0.002153     1.477
   0.10360  0.89705  0.01138  0.92853  0.003011  0.002040  0.002186     1.476
   0.11355  0.88719  0.01270  0.93292  0.002941  0.001994  0.002222     1.475
   0.12352  0.87731  0.01405  0.93699  0.002877  0.001952  0.002253     1.474
   0.13349  0.86743  0.01543  0.94092  0.002817  0.001911  0.002283     1.474
   0.14349  0.85753  0.01685  0.94544  0.002749  0.001867  0.002321     1.473
   0.15351  0.84762  0.01830  0.94965  0.002688  0.001825  0.002354     1.473
   0.16353  0.83771  0.01978  0.95427  0.002622  0.001782  0.002394     1.472
   0.17357  0.82778  0.02129  0.95893  0.002557  0.001739  0.002434     1.471
   0.18362  0.81785  0.02282  0.96331  0.002497  0.001698  0.002470     1.470
   0.19369  0.80790  0.02438  0.96806  0.002433  0.001656  0.002512     1.469
   0.20377  0.79795  0.02596  0.97276  0.002372  0.001615  0.002554     1.469
   0.21385  0.78799  0.02756  0.97727  0.002314  0.001576  0.002592     1.469
   0.22396  0.77802  0.02919  0.98275  0.002247  0.001532  0.002647     1.466
   0.23407  0.76804  0.03083  0.98729  0.002191  0.001494  0.002687     1.466
   0.24420  0.75805  0.03249  0.99225  0.002132  0.001454  0.002733     1.466
   0.25434  0.74805  0.03417  0.99777  0.002068  0.001413  0.002790     1.464
   0.26449  0.73804  0.03586  1.00255  0.002014  0.001375  0.002834     1.464
   0.27465  0.72802  0.03757  1.00849  0.001949  0.001333  0.002899     1.462
   0.28483  0.71799  0.03928  1.01290  0.001900  0.001299  0.002938     1.463
   0.29502  0.70795  0.04101  1.01870  0.001839  0.001259  0.003002     1.461
   0.30521  0.69791  0.04275  1.02477  0.001778  0.001219  0.003072     1.459
   0.31542  0.68785  0.04449  1.02983  0.001726  0.001183  0.003125     1.458
   0.32564  0.67778  0.04624  1.03577  0.001668  0.001145  0.003195     1.457
   0.33587  0.66770  0.04799  1.04126  0.001615  0.001109  0.003258     1.456
   0.34609  0.65763  0.04974  1.04705  0.001560  0.001073  0.003328     1.454
   0.35632  0.64755  0.05149  1.05271  0.001508  0.001038  0.003397     1.453
   0.36654  0.63748  0.05324  1.05900  0.001452  0.001001  0.003480     1.451
   0.37675  0.62742  0.05498  1.06455  0.001403  0.000967  0.003552     1.450
   0.38695  0.61737  0.05672  1.07146  0.001346  0.000930  0.003653     1.447
   0.39714  0.60733  0.05844  1.07697  0.001298  0.000898  0.003729     1.446
   0.40730  0.59731  0.06015  1.08303  0.001248  0.000864  0.003819     1.444
   0.41745  0.58730  0.06185  1.08903  0.001199  0.000831  0.003912     1.442
   0.42760  0.57730  0.06354  1.09605  0.001146  0.000797  0.004031     1.438
