#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.84873  0.003914  0.002514  0.001538     1.556
   0.00408  0.99592  0.00019  0.85415  0.003790  0.002454  0.001598     1.545
   0.01077  0.98925  0.00065  0.86646  0.003528  0.002326  0.001743     1.517
   0.01818  0.98187  0.00132  0.87551  0.003352  0.002234  0.001846     1.500
   0.02634  0.97376  0.00217  0.88443  0.003189  0.002146  0.001949     1.486
   0.03516  0.96499  0.00316  0.89388  0.003026  0.002058  0.002060     1.471
   0.04451  0.95570  0.00422  0.90010  0.002923  0.001997  0.002126     1.464
   0.05416  0.94612  0.00534  0.90649  0.002820  0.001936  0.002197     1.457
   0.06396  0.93638  0.00648  0.90988  0.002765  0.001898  0.002224     1.456
   0.07383  0.92658  0.00766  0.91408  0.002698  0.001855  0.002263     1.455
   0.08374  0.91675  0.00886  0.91674  0.002654  0.001823  0.002280     1.456
   0.09366  0.90690  0.01010  0.91974  0.002606  0.001789  0.002302     1.457
   0.10360  0.89705  0.01138  0.92322  0.002553  0.001753  0.002330     1.457
   0.11355  0.88719  0.01270  0.92686  0.002498  0.001715  0.002361     1.456
   0.12352  0.87731  0.01405  0.93024  0.002447  0.001680  0.002388     1.456
   0.13349  0.86743  0.01543  0.93347  0.002400  0.001647  0.002413     1.457
   0.14349  0.85753  0.01685  0.93738  0.002344  0.001609  0.002447     1.457
   0.15351  0.84762  0.01830  0.94093  0.002294  0.001574  0.002477     1.457
   0.16353  0.83771  0.01978  0.94497  0.002239  0.001537  0.002514     1.457
   0.17357  0.82778  0.02129  0.94903  0.002185  0.001501  0.002551     1.456
   0.18362  0.81785  0.02282  0.95278  0.002135  0.001466  0.002584     1.456
   0.19369  0.80790  0.02438  0.95693  0.002082  0.001430  0.002623     1.456
   0.20377  0.79795  0.02596  0.96102  0.002031  0.001395  0.002662     1.456
   0.21385  0.78799  0.02756  0.96492  0.001982  0.001361  0.002697     1.456
   0.22396  0.77802  0.02919  0.96989  0.001923  0.001323  0.002751     1.454
   0.23407  0.76804  0.03083  0.97375  0.001876  0.001290  0.002787     1.455
   0.24420  0.75805  0.03249  0.97815  0.001825  0.001255  0.002832     1.454
   0.25434  0.74805  0.03417  0.98307  0.001771  0.001219  0.002887     1.453
   0.26449  0.73804  0.03586  0.98720  0.001724  0.001186  0.002929     1.453
   0.27465  0.72802  0.03757  0.99261  0.001667  0.001149  0.002994     1.451
   0.28483  0.71799  0.03928  0.99628  0.001625  0.001119  0.003029     1.452
   0.29502  0.70795  0.04101  1.00150  0.001572  0.001083  0.003093     1.451
   0.30521  0.69791  0.04275  1.00699  0.001517  0.001047  0.003164     1.449
   0.31542  0.68785  0.04449  1.01127  0.001473  0.001016  0.003214     1.449
   0.32564  0.67778  0.04624  1.01668  0.001421  0.000982  0.003286     1.447
   0.33587  0.66770  0.04799  1.02145  0.001374  0.000950  0.003349     1.446
   0.34609  0.65763  0.04974  1.02654  0.001326  0.000917  0.003419     1.445
   0.35632  0.64755  0.05149  1.03147  0.001279  0.000886  0.003489     1.444
   0.36654  0.63748  0.05324  1.03706  0.001229  0.000853  0.003575     1.441
   0.37675  0.62742  0.05498  1.04188  0.001185  0.000822  0.003648     1.440
   0.38695  0.61737  0.05672  1.04810  0.001133  0.000789  0.003755     1.437
   0.39714  0.60733  0.05844  1.05270  0.001090  0.000760  0.003832     1.436
   0.40730  0.59731  0.06015  1.05798  0.001045  0.000729  0.003927     1.433
   0.41745  0.58730  0.06185  1.06316  0.001001  0.000699  0.004024     1.431
   0.42760  0.57730  0.06354  1.06934  0.000952  0.000667  0.004148     1.427
   0.43772  0.56731  0.06521  1.07471  0.000908  0.000638  0.004260     1.424
   0.44784  0.55733  0.06686  1.07982  0.000866  0.000609  0.004371     1.422
   0.45793  0.54737  0.06849  1.08531  0.000823  0.000579  0.004493     1.420
   0.46801  0.53742  0.07010  1.09113  0.000779  0.000550  0.004624     1.418
   0.47808  0.52748  0.07168  1.09545  0.000742  0.000523  0.004712     1.420
   0.48813  0.51755  0.07324  1.10069  0.000704  0.000495  0.004802     1.423
   0.49817  0.50763  0.07478  1.10675  0.000666  0.000466  0.004877     1.431
   0.50818  0.49773  0.07628  1.11087  0.000639  0.000440  0.004824     1.452
   0.51818  0.48784  0.07775  1.11484  0.000621  0.000416  0.004606     1.494
   0.52815  0.47797  0.07919  1.11939  0.000620  0.000393  0.004103     1.579
   0.53811  0.46811  0.08059  1.12397  0.000657  0.000373  0.003087     1.764
   0.54806  0.45826  0.08195  1.13379  0.000768  0.000351  0.001572     2.187
   0.55796  0.44844  0.08327  1.15964  0.000961  0.000314  0.000338     3.063
   0.56787  0.43862  0.08455  1.17141  0.001065  0.000296  0.000077     3.592
   0.57773  0.42883  0.08578  1.17498  0.001093  0.000291  0.000024     3.752
   0.58759  0.41905  0.08697  1.17912  0.001073  0.000285  0.000022     3.761
   0.59741  0.40929  0.08810  1.18348  0.001047  0.000279  0.000026     3.747
   0.60721  0.39955  0.08918  1.18815  0.001003  0.000273  0.000053     3.675
   0.61698  0.38983  0.09020  1.19311  0.000955  0.000266  0.000091     3.585
   0.62674  0.38012  0.09116  1.19833  0.000908  0.000260  0.000135     3.497
   0.63645  0.37045  0.09206  1.20396  0.000855  0.000253  0.000201     3.385
   0.64614  0.36080  0.09290  1.21014  0.000796  0.000245  0.000300     3.248
   0.65578  0.35119  0.09366  1.21627  0.000747  0.000237  0.000392     3.147
   0.66535  0.34164  0.09434  1.22254  0.000702  0.000230  0.000498     3.051
   0.67486  0.33215  0.09494  1.22905  0.000655  0.000222  0.000632     2.948
   0.68431  0.32272  0.09545  1.23578  0.000607  0.000214  0.000803     2.837
   0.69369  0.31335  0.09585  1.24080  0.000577  0.000207  0.000912     2.783
   0.70300  0.30404  0.09615  1.24587  0.000545  0.000200  0.001053     2.718
   0.71226  0.29478  0.09635  1.25122  0.000508  0.000193  0.001259     2.632
   0.72148  0.28556  0.09642  1.25332  0.000490  0.000188  0.001346     2.607
   0.73066  0.27638  0.09638  1.25580  0.000466  0.000182  0.001490     2.563
   0.73981  0.26723  0.09622  1.25695  0.000447  0.000177  0.001615     2.529
   0.74897  0.25808  0.09594  1.25720  0.000429  0.000172  0.001745     2.496
   0.75812  0.24894  0.09553  1.25545  0.000417  0.000168  0.001812     2.486
