#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.93196  0.014657  0.007643  0.000849     1.918
   0.00377  0.99624 -0.00023  0.93266  0.014635  0.007618  0.000845     1.921
   0.01072  0.98929 -0.00051  0.93161  0.014885  0.007649  0.000806     1.946
   0.01845  0.98156 -0.00063  0.93178  0.015004  0.007640  0.000782     1.964
   0.02661  0.97340 -0.00056  0.93286  0.015019  0.007602  0.000768     1.976
   0.03500  0.96502 -0.00034  0.93467  0.014945  0.007540  0.000763     1.982
   0.04347  0.95655  0.00000  0.93695  0.014812  0.007463  0.000765     1.985
   0.05203  0.94800  0.00043  0.93955  0.014643  0.007377  0.000771     1.985
   0.06063  0.93942  0.00095  0.94234  0.014456  0.007287  0.000779     1.984
   0.06925  0.93082  0.00154  0.94546  0.014232  0.007188  0.000792     1.980
   0.07789  0.92221  0.00220  0.94875  0.013994  0.007086  0.000807     1.975
   0.08653  0.91359  0.00291  0.95216  0.013748  0.006981  0.000823     1.969
   0.09519  0.90497  0.00369  0.95597  0.013465  0.006868  0.000845     1.961
   0.10387  0.89633  0.00453  0.95984  0.013187  0.006755  0.000868     1.952
   0.11256  0.88769  0.00542  0.96406  0.012881  0.006635  0.000896     1.941
   0.12126  0.87904  0.00635  0.96843  0.012572  0.006514  0.000926     1.930
   0.12996  0.87039  0.00733  0.97284  0.012272  0.006394  0.000956     1.919
   0.13869  0.86172  0.00836  0.97774  0.011940  0.006266  0.000993     1.906
   0.14742  0.85306  0.00942  0.98263  0.011623  0.006141  0.001030     1.893
   0.15616  0.84438  0.01051  0.98766  0.011308  0.006015  0.001069     1.880
   0.16492  0.83570  0.01163  0.99310  0.010975  0.005884  0.001114     1.865
   0.17367  0.82702  0.01278  0.99830  0.010676  0.005762  0.001155     1.853
   0.18244  0.81833  0.01397  1.00412  0.010345  0.005629  0.001206     1.838
   0.19123  0.80963  0.01516  1.00974  0.010044  0.005505  0.001254     1.825
   0.20000  0.80094  0.01639  1.01574  0.009732  0.005376  0.001307     1.810
   0.20879  0.79224  0.01762  1.02167  0.009441  0.005253  0.001360     1.797
   0.21759  0.78353  0.01887  1.02775  0.009153  0.005131  0.001414     1.784
   0.22639  0.77482  0.02015  1.03434  0.008851  0.005003  0.001478     1.769
   0.23520  0.76611  0.02143  1.04078  0.008571  0.004881  0.001539     1.756
   0.24400  0.75740  0.02273  1.04727  0.008302  0.004762  0.001601     1.743
   0.25283  0.74867  0.02403  1.05403  0.008034  0.004643  0.001667     1.730
   0.26165  0.73995  0.02534  1.06113  0.007762  0.004522  0.001739     1.717
   0.27047  0.73122  0.02666  1.06784  0.007521  0.004411  0.001806     1.705
   0.27931  0.72248  0.02798  1.07509  0.007269  0.004295  0.001882     1.692
   0.28815  0.71374  0.02930  1.08246  0.007023  0.004181  0.001960     1.680
   0.29698  0.70501  0.03063  1.08990  0.006788  0.004069  0.002040     1.668
   0.30581  0.69628  0.03194  1.09734  0.006563  0.003962  0.002121     1.657
   0.31463  0.68756  0.03324  1.10463  0.006353  0.003859  0.002200     1.646
   0.32344  0.67884  0.03455  1.11261  0.006131  0.003752  0.002291     1.634
   0.33224  0.67014  0.03583  1.12001  0.005937  0.003655  0.002374     1.625
   0.34104  0.66143  0.03710  1.12790  0.005737  0.003555  0.002466     1.614
   0.34982  0.65274  0.03836  1.13543  0.005555  0.003462  0.002553     1.605
   0.35861  0.64404  0.03959  1.14296  0.005381  0.003372  0.002640     1.596
   0.36739  0.63534  0.04081  1.15056  0.005213  0.003284  0.002730     1.587
   0.37617  0.62665  0.04200  1.15790  0.005057  0.003201  0.002816     1.580
   0.38493  0.61796  0.04318  1.16543  0.004903  0.003118  0.002906     1.572
   0.39370  0.60927  0.04433  1.17262  0.004761  0.003041  0.002991     1.566
   0.40246  0.60058  0.04545  1.18020  0.004617  0.002963  0.003084     1.558
   0.41122  0.59189  0.04655  1.18700  0.004493  0.002893  0.003164     1.553
   0.41999  0.58319  0.04763  1.19474  0.004356  0.002818  0.003262     1.546
   0.42874  0.57450  0.04867  1.20116  0.004247  0.002755  0.003336     1.542
   0.43749  0.56581  0.04969  1.20836  0.004128  0.002687  0.003426     1.536
   0.44625  0.55711  0.05068  1.21524  0.004018  0.002623  0.003511     1.532
   0.45500  0.54841  0.05164  1.22202  0.003913  0.002562  0.003595     1.527
   0.46375  0.53971  0.05257  1.22869  0.003813  0.002503  0.003677     1.523
   0.47249  0.53101  0.05347  1.23555  0.003713  0.002444  0.003763     1.519
   0.48124  0.52231  0.05433  1.24179  0.003624  0.002390  0.003838     1.516
   0.48998  0.51361  0.05517  1.24872  0.003528  0.002333  0.003928     1.512
   0.49872  0.50491  0.05598  1.25526  0.003441  0.002280  0.004011     1.509
   0.50746  0.49620  0.05674  1.26087  0.003367  0.002233  0.004075     1.508
   0.51620  0.48749  0.05749  1.26778  0.003279  0.002180  0.004166     1.504
   0.52494  0.47878  0.05819  1.27433  0.003197  0.002130  0.004251     1.501
   0.53367  0.47007  0.05886  1.27955  0.003134  0.002088  0.004308     1.501
   0.54241  0.46136  0.05951  1.28690  0.003047  0.002035  0.004412     1.497
   0.55115  0.45264  0.06010  1.29222  0.002985  0.001994  0.004471     1.497
   0.55988  0.44393  0.06067  1.29817  0.002917  0.001951  0.004545     1.495
   0.56861  0.43521  0.06121  1.30484  0.002844  0.001905  0.004635     1.493
   0.57735  0.42649  0.06171  1.31109  0.002776  0.001861  0.004716     1.491
   0.58607  0.41778  0.06217  1.31679  0.002715  0.001822  0.004785     1.491
   0.59480  0.40906  0.06260  1.32384  0.002643  0.001776  0.004886     1.488
   0.60353  0.40034  0.06298  1.32880  0.002592  0.001741  0.004939     1.489
   0.61226  0.39162  0.06334  1.33526  0.002528  0.001699  0.005026     1.487
   0.62098  0.38290  0.06365  1.34133  0.002469  0.001661  0.005104     1.487
   0.62971  0.37418  0.06393  1.34730  0.002412  0.001623  0.005181     1.486
   0.63842  0.36547  0.06417  1.35447  0.002346  0.001581  0.005286     1.484
   0.64714  0.35675  0.06437  1.36046  0.002292  0.001544  0.005364     1.484
   0.65585  0.34804  0.06452  1.36652  0.002238  0.001508  0.005443     1.484
   0.66457  0.33932  0.06464  1.37350  0.002177  0.001469  0.005545     1.483
   0.67328  0.33061  0.06471  1.37951  0.002126  0.001434  0.005622     1.483
   0.68199  0.32190  0.06474  1.38568  0.002075  0.001399  0.005704     1.483
   0.69069  0.31320  0.06473  1.39304  0.002016  0.001360  0.005816     1.482
   0.69940  0.30450  0.06467  1.39930  0.001966  0.001326  0.005900     1.482
   0.70809  0.29581  0.06457  1.40709  0.001907  0.001288  0.006025     1.480
   0.71678  0.28712  0.06442  1.41299  0.001861  0.001256  0.006099     1.482
   0.72547  0.27843  0.06422  1.42138  0.001801  0.001217  0.006241     1.479
   0.73414  0.26976  0.06396  1.42749  0.001756  0.001186  0.006321     1.481
   0.74282  0.26109  0.06366  1.43498  0.001704  0.001151  0.006439     1.480
   0.75150  0.25242  0.06331  1.44273  0.001652  0.001116  0.006564     1.480
   0.76016  0.24377  0.06290  1.45024  0.001602  0.001083  0.006683     1.480
   0.76881  0.23513  0.06243  1.45794  0.001553  0.001049  0.006808     1.479
   0.77746  0.22649  0.06190  1.46556  0.001505  0.001017  0.006930     1.480
   0.78610  0.21787  0.06131  1.47387  0.001455  0.000983  0.007072     1.479
   0.79474  0.20926  0.06065  1.48198  0.001406  0.000951  0.007209     1.480
   0.80336  0.20067  0.05993  1.48883  0.001365  0.000921  0.007305     1.482
   0.81198  0.19209  0.05914  1.49903  0.001311  0.000886  0.007504     1.480
   0.82059  0.18352  0.05828  1.50616  0.001270  0.000857  0.007606     1.483
   0.82918  0.17498  0.05735  1.51562  0.001222  0.000824  0.007781     1.483
   0.83776  0.16646  0.05634  1.52410  0.001178  0.000794  0.007921     1.484
   0.84634  0.15795  0.05525  1.53422  0.001130  0.000761  0.008114     1.484
   0.85490  0.14947  0.05408  1.54191  0.001092  0.000733  0.008220     1.488
   0.86345  0.14101  0.05282  1.55255  0.001044  0.000701  0.008420     1.489
   0.87199  0.13258  0.05148  1.56310  0.000999  0.000670  0.008613     1.491
   0.88051  0.12418  0.05004  1.57307  0.000957  0.000640  0.008777     1.495
   0.88901  0.11582  0.04850  1.58282  0.000918  0.000612  0.008918     1.500
   0.89750  0.10749  0.04687  1.59719  0.000867  0.000578  0.009219     1.500
   0.90595  0.09922  0.04514  1.61055  0.000821  0.000546  0.009478     1.503
   0.91437  0.09100  0.04329  1.62365  0.000777  0.000516  0.009711     1.508
   0.92276  0.08285  0.04132  1.63855  0.000732  0.000484  0.009994     1.512
   0.93110  0.07477  0.03923  1.65775  0.000679  0.000449  0.010442     1.512
   0.93939  0.06679  0.03700  1.67705  0.000629  0.000416  0.010890     1.514
   0.94760  0.05893  0.03463  1.69850  0.000579  0.000382  0.011422     1.515
   0.95573  0.05121  0.03210  1.72092  0.000529  0.000349  0.011979     1.518
   0.96373  0.04367  0.02940  1.74913  0.000475  0.000313  0.012793     1.517
   0.97159  0.03636  0.02653  1.78121  0.000421  0.000278  0.013794     1.515
   0.97921  0.02937  0.02348  1.81882  0.000366  0.000242  0.015048     1.513
   0.98647  0.02285  0.02030  1.86238  0.000313  0.000206  0.016443     1.517
   0.99316  0.01700  0.01705  1.91546  0.000263  0.000172  0.017982     1.533
   0.99891  0.01215  0.01396  1.96996  0.000227  0.000142  0.020145     1.605
   1.00353  0.00844  0.01121  2.03158  0.000218  0.000116  0.018101     1.883
   1.00707  0.00576  0.00889  2.12453  0.000278  0.000091  0.004188     3.050
   1.00977  0.00386  0.00698  2.33385  0.000351  0.000048 -0.002839     7.358
   1.01187  0.00251  0.00537  2.36757  0.000312  0.000042 -0.003248     7.380
   1.01354  0.00154  0.00401  2.40302  0.000236  0.000038 -0.003915     6.279
   1.01493  0.00085  0.00280  2.45215  0.000177  0.000033 -0.004806     5.440
   1.01611  0.00037  0.00172  2.52619  0.000115  0.000027 -0.003589     4.249
   1.01713  0.00008  0.00074  2.64859  0.000072  0.000020  0.006332     3.538
   1.01805  0.00000 -0.00018  2.77309  0.000033  0.000014  0.100258     2.444
   1.01898  0.00023 -0.00107  2.41277  0.000025  0.000012  0.161096     2.084
   1.02003  0.00080 -0.00195  1.75567  0.000036  0.000017  0.075317     2.169
   1.02125  0.00162 -0.00286  1.36056  0.000042  0.000020  0.052335     2.127
   1.02271  0.00271 -0.00383  1.02851  0.000053  0.000024  0.029826     2.182
   1.02452  0.00415 -0.00492  0.76975  0.000060  0.000028  0.019789     2.166
   1.02681  0.00607 -0.00617  0.53471  0.000072  0.000033  0.010975     2.209
   1.02984  0.00871 -0.00767  0.32154  0.000083  0.000038  0.005853     2.187
   1.03392  0.01237 -0.00947  0.13011  0.000109  0.000049  0.001745     2.230
   1.03926  0.01730 -0.01151 -0.04286  0.000109  0.000049  0.000575     2.230
   1.04582  0.02349 -0.01369 -0.18484  0.000148  0.000065  0.001751     2.272
   1.05321  0.03055 -0.01587 -0.29606  0.000161  0.000072  0.002690     2.227
   1.06102  0.03809 -0.01790 -0.38419  0.000187  0.000081  0.002825     2.297
   1.06908  0.04593 -0.01978 -0.45148  0.000205  0.000090  0.003084     2.274
   1.07727  0.05394 -0.02149 -0.50755  0.000225  0.000098  0.003105     2.293
   1.08557  0.06209 -0.02306 -0.55193  0.000247  0.000107  0.003044     2.308
   1.09393  0.07033 -0.02449 -0.59151  0.000260  0.000113  0.003129     2.294
   1.10235  0.07865 -0.02579 -0.62247  0.000285  0.000122  0.002905     2.332
   1.11081  0.08702 -0.02699 -0.65114  0.000296  0.000128  0.002982     2.310
   1.11931  0.09545 -0.02808 -0.67415  0.000319  0.000136  0.002781     2.342
   1.12784  0.10392 -0.02908 -0.69671  0.000329  0.000142  0.002845     2.319
   1.13639  0.11242 -0.02998 -0.71523  0.000350  0.000149  0.002688     2.344
   1.14497  0.12096 -0.03080 -0.73160  0.000366  0.000156  0.002613     2.349
   1.15357  0.12953 -0.03155 -0.74679  0.000381  0.000162  0.002569     2.348
   1.16218  0.13812 -0.03221 -0.75954  0.000399  0.000169  0.002454     2.363
   1.17081  0.14673 -0.03282 -0.77153  0.000414  0.000175  0.002408     2.362
   1.17946  0.15536 -0.03336 -0.78207  0.000430  0.000181  0.002328     2.370
   1.18813  0.16401 -0.03385 -0.79237  0.000443  0.000187  0.002301     2.366
   1.19680  0.17267 -0.03428 -0.80124  0.000459  0.000193  0.002221     2.376
   1.20547  0.18134 -0.03466 -0.80981  0.000473  0.000199  0.002184     2.376
   1.21417  0.19003 -0.03499 -0.81721  0.000489  0.000205  0.002110     2.385
   1.22288  0.19873 -0.03527 -0.82336  0.000507  0.000211  0.002019     2.400
   1.23158  0.20743 -0.03552 -0.83033  0.000517  0.000216  0.002022     2.388
   1.24030  0.21615 -0.03571 -0.83576  0.000534  0.000223  0.001942     2.401
   1.24902  0.22487 -0.03587 -0.84129  0.000547  0.000228  0.001910     2.401
   1.25775  0.23360 -0.03600 -0.84667  0.000559  0.000233  0.001884     2.400
   1.26649  0.24234 -0.03608 -0.85116  0.000575  0.000239  0.001824     2.409
   1.27523  0.25108 -0.03613 -0.85508  0.000592  0.000245  0.001763     2.419
   1.28398  0.25983 -0.03615 -0.85886  0.000606  0.000250  0.001722     2.423
   1.29273  0.26858 -0.03615 -0.86292  0.000617  0.000255  0.001710     2.418
   1.30149  0.27734 -0.03611 -0.86592  0.000634  0.000261  0.001647     2.430
   1.31025  0.28610 -0.03605 -0.86951  0.000644  0.000266  0.001638     2.425
   1.31902  0.29487 -0.03597 -0.87234  0.000660  0.000271  0.001593     2.432
   1.32780  0.30364 -0.03586 -0.87550  0.000670  0.000276  0.001578     2.429
   1.33658  0.31242 -0.03572 -0.87783  0.000687  0.000282  0.001528     2.440
   1.34536  0.32120 -0.03556 -0.88003  0.000702  0.000287  0.001488     2.447
   1.35414  0.32998 -0.03539 -0.88245  0.000713  0.000292  0.001470     2.445
   1.36292  0.33876 -0.03519 -0.88400  0.000732  0.000298  0.001416     2.459
   1.37171  0.34755 -0.03499 -0.88688  0.000736  0.000301  0.001438     2.442
   1.38051  0.35634 -0.03475 -0.88843  0.000753  0.000307  0.001390     2.454
   1.38930  0.36513 -0.03451 -0.89015  0.000766  0.000312  0.001363     2.458
   1.39810  0.37393 -0.03425 -0.89189  0.000778  0.000317  0.001343     2.459
   1.40691  0.38273 -0.03398 -0.89393  0.000787  0.000321  0.001339     2.453
   1.41571  0.39153 -0.03368 -0.89479  0.000807  0.000327  0.001285     2.470
   1.42452  0.40033 -0.03339 -0.89698  0.000811  0.000330  0.001301     2.456
   1.43332  0.40913 -0.03308 -0.89793  0.000828  0.000335  0.001257     2.469
   1.44214  0.41794 -0.03275 -0.89983  0.000834  0.000339  0.001264     2.459
   1.45096  0.42675 -0.03241 -0.90023  0.000856  0.000345  0.001205     2.480
   1.45977  0.43556 -0.03207 -0.90196  0.000861  0.000349  0.001215     2.469
   1.46859  0.44437 -0.03171 -0.90253  0.000879  0.000354  0.001173     2.483
   1.47741  0.45318 -0.03136 -0.90434  0.000882  0.000357  0.001190     2.468
   1.48623  0.46199 -0.03099 -0.90543  0.000894  0.000362  0.001172     2.471
   1.49505  0.47081 -0.03062 -0.90700  0.000900  0.000365  0.001176     2.463
   1.50387  0.47962 -0.03022 -0.90708  0.000923  0.000371  0.001119     2.486
   1.51270  0.48844 -0.02984 -0.90898  0.000922  0.000374  0.001146     2.467
   1.52153  0.49726 -0.02944 -0.90944  0.000940  0.000379  0.001108     2.480
   1.53036  0.50608 -0.02904 -0.91073  0.000946  0.000383  0.001111     2.474
   1.53919  0.51490 -0.02863 -0.91132  0.000961  0.000387  0.001084     2.482
   1.54802  0.52372 -0.02821 -0.91229  0.000970  0.000391  0.001077     2.481
   1.55685  0.53254 -0.02780 -0.91374  0.000973  0.000394  0.001088     2.470
   1.56568  0.54136 -0.02738 -0.91478  0.000982  0.000398  0.001080     2.469
   1.57451  0.55018 -0.02695 -0.91490  0.001002  0.000403  0.001039     2.486
   1.58335  0.55901 -0.02652 -0.91640  0.001003  0.000406  0.001056     2.472
   1.59218  0.56783 -0.02609 -0.91708  0.001015  0.000410  0.001039     2.477
   1.60101  0.57665 -0.02565 -0.91804  0.001023  0.000413  0.001034     2.475
   1.60985  0.58548 -0.02521 -0.91877  0.001034  0.000417  0.001022     2.477
   1.61868  0.59430 -0.02476 -0.91975  0.001041  0.000421  0.001019     2.474
   1.62752  0.60313 -0.02432 -0.92102  0.001044  0.000423  0.001027     2.465
   1.63635  0.61195 -0.02387 -0.92153  0.001058  0.000428  0.001006     2.473
   1.64520  0.62078 -0.02342 -0.92290  0.001059  0.000430  0.001018     2.462
