#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.93134  0.014248  0.007498  0.000852     1.900
   0.00377  0.99624 -0.00023  0.93200  0.014232  0.007475  0.000848     1.904
   0.01072  0.98929 -0.00051  0.93082  0.014483  0.007509  0.000809     1.929
   0.01845  0.98156 -0.00063  0.93093  0.014603  0.007502  0.000784     1.947
   0.02661  0.97340 -0.00056  0.93197  0.014619  0.007465  0.000770     1.958
   0.03500  0.96502 -0.00034  0.93378  0.014547  0.007405  0.000766     1.965
   0.04347  0.95655  0.00000  0.93608  0.014417  0.007329  0.000768     1.967
   0.05203  0.94800  0.00043  0.93870  0.014251  0.007244  0.000774     1.967
   0.06063  0.93942  0.00095  0.94151  0.014067  0.007155  0.000782     1.966
   0.06925  0.93082  0.00154  0.94467  0.013847  0.007057  0.000795     1.962
   0.07789  0.92221  0.00220  0.94799  0.013615  0.006956  0.000810     1.957
   0.08653  0.91359  0.00291  0.95144  0.013374  0.006853  0.000827     1.952
   0.09519  0.90497  0.00369  0.95530  0.013097  0.006741  0.000849     1.943
   0.10387  0.89633  0.00453  0.95920  0.012825  0.006629  0.000871     1.935
   0.11256  0.88769  0.00542  0.96348  0.012526  0.006510  0.000899     1.924
   0.12126  0.87904  0.00635  0.96790  0.012225  0.006390  0.000929     1.913
   0.12996  0.87039  0.00733  0.97236  0.011932  0.006272  0.000959     1.902
   0.13869  0.86172  0.00836  0.97732  0.011607  0.006145  0.000996     1.889
   0.14742  0.85306  0.00942  0.98225  0.011299  0.006021  0.001032     1.877
   0.15616  0.84438  0.01051  0.98734  0.010992  0.005898  0.001071     1.864
   0.16492  0.83570  0.01163  0.99283  0.010668  0.005768  0.001116     1.849
   0.17367  0.82702  0.01278  0.99807  0.010377  0.005648  0.001156     1.837
   0.18244  0.81833  0.01397  1.00396  0.010055  0.005517  0.001207     1.823
   0.19123  0.80963  0.01516  1.00961  0.009763  0.005395  0.001254     1.810
   0.20000  0.80094  0.01639  1.01567  0.009460  0.005268  0.001307     1.796
   0.20879  0.79224  0.01762  1.02163  0.009177  0.005147  0.001358     1.783
   0.21759  0.78353  0.01887  1.02776  0.008897  0.005026  0.001412     1.770
   0.22639  0.77482  0.02015  1.03439  0.008604  0.004900  0.001475     1.756
   0.23520  0.76611  0.02143  1.04089  0.008332  0.004781  0.001535     1.743
   0.24400  0.75740  0.02273  1.04740  0.008072  0.004664  0.001596     1.731
   0.25283  0.74867  0.02403  1.05419  0.007811  0.004547  0.001661     1.718
   0.26165  0.73995  0.02534  1.06134  0.007548  0.004428  0.001732     1.705
   0.27047  0.73122  0.02666  1.06806  0.007314  0.004319  0.001797     1.694
   0.27931  0.72248  0.02798  1.07535  0.007069  0.004205  0.001872     1.681
   0.28815  0.71374  0.02930  1.08275  0.006831  0.004093  0.001949     1.669
   0.29698  0.70501  0.03063  1.09023  0.006603  0.003984  0.002027     1.657
   0.30581  0.69628  0.03194  1.09769  0.006385  0.003879  0.002107     1.646
   0.31463  0.68756  0.03324  1.10499  0.006182  0.003779  0.002184     1.636
   0.32344  0.67884  0.03455  1.11301  0.005966  0.003673  0.002274     1.624
   0.33224  0.67014  0.03583  1.12041  0.005778  0.003578  0.002354     1.615
   0.34104  0.66143  0.03710  1.12833  0.005583  0.003480  0.002445     1.604
   0.34982  0.65274  0.03836  1.13587  0.005407  0.003389  0.002530     1.596
   0.35861  0.64404  0.03959  1.14341  0.005239  0.003301  0.002615     1.587
   0.36739  0.63534  0.04081  1.15102  0.005075  0.003215  0.002703     1.579
   0.37617  0.62665  0.04200  1.15837  0.004924  0.003134  0.002787     1.571
   0.38493  0.61796  0.04318  1.16590  0.004774  0.003053  0.002875     1.564
   0.39370  0.60927  0.04433  1.17310  0.004637  0.002978  0.002958     1.557
   0.40246  0.60058  0.04545  1.18069  0.004497  0.002901  0.003050     1.550
   0.41122  0.59189  0.04655  1.18747  0.004377  0.002833  0.003127     1.545
   0.41999  0.58319  0.04763  1.19523  0.004244  0.002759  0.003224     1.538
   0.42874  0.57450  0.04867  1.20163  0.004138  0.002697  0.003296     1.534
   0.43749  0.56581  0.04969  1.20884  0.004023  0.002631  0.003384     1.529
   0.44625  0.55711  0.05068  1.21573  0.003916  0.002569  0.003467     1.524
   0.45500  0.54841  0.05164  1.22249  0.003814  0.002509  0.003548     1.520
   0.46375  0.53971  0.05257  1.22917  0.003716  0.002451  0.003628     1.516
   0.47249  0.53101  0.05347  1.23602  0.003619  0.002393  0.003713     1.512
   0.48124  0.52231  0.05433  1.24225  0.003533  0.002341  0.003786     1.509
   0.48998  0.51361  0.05517  1.24920  0.003440  0.002285  0.003874     1.506
   0.49872  0.50491  0.05598  1.25572  0.003354  0.002233  0.003955     1.502
   0.50746  0.49620  0.05674  1.26131  0.003283  0.002187  0.004017     1.501
   0.51620  0.48749  0.05749  1.26824  0.003197  0.002135  0.004107     1.498
   0.52494  0.47878  0.05819  1.27478  0.003118  0.002086  0.004190     1.495
   0.53367  0.47007  0.05886  1.27997  0.003056  0.002045  0.004244     1.494
   0.54241  0.46136  0.05951  1.28736  0.002971  0.001993  0.004346     1.491
   0.55115  0.45264  0.06010  1.29265  0.002911  0.001953  0.004404     1.490
   0.55988  0.44393  0.06067  1.29860  0.002845  0.001911  0.004476     1.489
   0.56861  0.43521  0.06121  1.30528  0.002773  0.001866  0.004564     1.487
   0.57735  0.42649  0.06171  1.31153  0.002707  0.001823  0.004644     1.485
   0.58607  0.41778  0.06217  1.31721  0.002648  0.001784  0.004711     1.484
   0.59480  0.40906  0.06260  1.32429  0.002577  0.001739  0.004810     1.482
   0.60353  0.40034  0.06298  1.32922  0.002528  0.001705  0.004861     1.483
   0.61226  0.39162  0.06334  1.33568  0.002466  0.001665  0.004946     1.481
   0.62098  0.38290  0.06365  1.34175  0.002408  0.001627  0.005023     1.481
   0.62971  0.37418  0.06393  1.34770  0.002353  0.001590  0.005097     1.480
   0.63842  0.36547  0.06417  1.35490  0.002289  0.001548  0.005201     1.478
   0.64714  0.35675  0.06437  1.36087  0.002235  0.001513  0.005276     1.478
   0.65585  0.34804  0.06452  1.36694  0.002183  0.001477  0.005354     1.478
   0.66457  0.33932  0.06464  1.37392  0.002124  0.001439  0.005453     1.476
   0.67328  0.33061  0.06471  1.37993  0.002074  0.001404  0.005530     1.477
   0.68199  0.32190  0.06474  1.38609  0.002024  0.001370  0.005609     1.477
   0.69069  0.31320  0.06473  1.39346  0.001966  0.001333  0.005719     1.476
   0.69940  0.30450  0.06467  1.39971  0.001918  0.001299  0.005801     1.476
   0.70809  0.29581  0.06457  1.40753  0.001860  0.001262  0.005923     1.474
   0.71678  0.28712  0.06442  1.41340  0.001816  0.001231  0.005996     1.476
   0.72547  0.27843  0.06422  1.42182  0.001757  0.001193  0.006134     1.473
   0.73414  0.26976  0.06396  1.42792  0.001713  0.001162  0.006212     1.475
   0.74282  0.26109  0.06366  1.43541  0.001663  0.001128  0.006327     1.474
   0.75150  0.25242  0.06331  1.44317  0.001612  0.001094  0.006450     1.474
   0.76016  0.24377  0.06290  1.45068  0.001563  0.001061  0.006566     1.474
   0.76881  0.23513  0.06243  1.45840  0.001515  0.001028  0.006687     1.473
   0.77746  0.22649  0.06190  1.46601  0.001468  0.000996  0.006806     1.474
   0.78610  0.21787  0.06131  1.47434  0.001419  0.000963  0.006945     1.473
   0.79474  0.20926  0.06065  1.48245  0.001372  0.000931  0.007078     1.474
   0.80336  0.20067  0.05993  1.48929  0.001332  0.000903  0.007172     1.476
   0.81198  0.19209  0.05914  1.49952  0.001279  0.000868  0.007366     1.474
   0.82059  0.18352  0.05828  1.50664  0.001239  0.000839  0.007466     1.477
   0.82918  0.17498  0.05735  1.51611  0.001192  0.000807  0.007636     1.477
   0.83776  0.16646  0.05634  1.52460  0.001149  0.000778  0.007772     1.478
   0.84634  0.15795  0.05525  1.53474  0.001102  0.000746  0.007959     1.479
   0.85490  0.14947  0.05408  1.54242  0.001065  0.000718  0.008062     1.483
   0.86345  0.14101  0.05282  1.55307  0.001019  0.000687  0.008256     1.484
   0.87199  0.13258  0.05148  1.56364  0.000975  0.000656  0.008443     1.485
   0.88051  0.12418  0.05004  1.57363  0.000934  0.000627  0.008601     1.489
   0.88901  0.11582  0.04850  1.58337  0.000896  0.000599  0.008737     1.495
   0.89750  0.10749  0.04687  1.59778  0.000846  0.000566  0.009028     1.495
   0.90595  0.09922  0.04514  1.61117  0.000801  0.000535  0.009277     1.498
   0.91437  0.09100  0.04329  1.62430  0.000759  0.000505  0.009501     1.502
   0.92276  0.08285  0.04132  1.63922  0.000715  0.000474  0.009772     1.507
   0.93110  0.07477  0.03923  1.65848  0.000663  0.000440  0.010204     1.507
   0.93939  0.06679  0.03700  1.67783  0.000615  0.000407  0.010636     1.509
   0.94760  0.05893  0.03463  1.69937  0.000565  0.000374  0.011151     1.510
   0.95573  0.05121  0.03210  1.72184  0.000517  0.000342  0.011691     1.513
   0.96373  0.04367  0.02940  1.75019  0.000464  0.000307  0.012493     1.511
   0.97159  0.03636  0.02653  1.78242  0.000411  0.000272  0.013499     1.508
   0.97921  0.02937  0.02348  1.82018  0.000356  0.000237  0.014805     1.502
   0.98647  0.02285  0.02030  1.86384  0.000303  0.000202  0.016387     1.499
   0.99316  0.01700  0.01705  1.91747  0.000252  0.000168  0.018189     1.505
   0.99891  0.01215  0.01396  1.97301  0.000214  0.000138  0.019600     1.552
   1.00353  0.00844  0.01121  2.03504  0.000197  0.000113  0.019534     1.748
   1.00707  0.00576  0.00889  2.10671  0.000236  0.000093  0.008436     2.555
   1.00977  0.00386  0.00698  2.31939  0.000322  0.000049 -0.001159     6.554
   1.01187  0.00251  0.00537  2.37914  0.000301  0.000039 -0.003083     7.630
   1.01354  0.00154  0.00401  2.41334  0.000230  0.000035 -0.003680     6.559
   1.01493  0.00085  0.00280  2.46008  0.000173  0.000030 -0.004554     5.675
   1.01611  0.00037  0.00172  2.53128  0.000111  0.000025 -0.004050     4.377
   1.01713  0.00008  0.00074  2.65245  0.000069  0.000019  0.004816     3.589
   1.01805  0.00000 -0.00018  2.77983  0.000031  0.000013  0.094640     2.446
   1.01898  0.00023 -0.00107  2.41934  0.000024  0.000011  0.152665     2.084
   1.02003  0.00080 -0.00195  1.75960  0.000034  0.000016  0.071244     2.169
   1.02125  0.00162 -0.00286  1.36372  0.000039  0.000018  0.049497     2.127
   1.02271  0.00271 -0.00383  1.03103  0.000050  0.000023  0.028220     2.182
   1.02452  0.00415 -0.00492  0.77176  0.000057  0.000026  0.018719     2.165
   1.02681  0.00607 -0.00617  0.53645  0.000068  0.000031  0.010383     2.209
   1.02984  0.00871 -0.00767  0.32309  0.000079  0.000036  0.005550     2.187
   1.03392  0.01237 -0.00947  0.13137  0.000103  0.000046  0.001662     2.230
   1.03926  0.01730 -0.01151 -0.04180  0.000103  0.000046  0.000529     2.230
   1.04582  0.02349 -0.01369 -0.18390  0.000140  0.000062  0.001643     2.271
   1.05321  0.03055 -0.01587 -0.29526  0.000152  0.000068  0.002530     2.227
   1.06102  0.03809 -0.01790 -0.38343  0.000176  0.000077  0.002658     2.297
   1.06908  0.04593 -0.01978 -0.45081  0.000194  0.000085  0.002905     2.274
   1.07727  0.05394 -0.02149 -0.50691  0.000212  0.000093  0.002924     2.293
   1.08557  0.06209 -0.02306 -0.55134  0.000232  0.000101  0.002869     2.308
   1.09393  0.07033 -0.02449 -0.59095  0.000245  0.000107  0.002947     2.294
   1.10235  0.07865 -0.02579 -0.62192  0.000268  0.000115  0.002737     2.332
   1.11081  0.08702 -0.02699 -0.65064  0.000279  0.000121  0.002811     2.309
   1.11931  0.09545 -0.02808 -0.67366  0.000301  0.000129  0.002620     2.342
   1.12784  0.10392 -0.02908 -0.69625  0.000310  0.000134  0.002682     2.319
   1.13639  0.11242 -0.02998 -0.71477  0.000330  0.000141  0.002532     2.344
   1.14497  0.12096 -0.03080 -0.73116  0.000345  0.000147  0.002463     2.349
   1.15357  0.12953 -0.03155 -0.74637  0.000359  0.000153  0.002422     2.348
   1.16218  0.13812 -0.03221 -0.75910  0.000376  0.000159  0.002312     2.363
   1.17081  0.14673 -0.03282 -0.77114  0.000390  0.000165  0.002271     2.362
   1.17946  0.15536 -0.03336 -0.78166  0.000406  0.000171  0.002194     2.371
   1.18813  0.16401 -0.03385 -0.79198  0.000417  0.000176  0.002169     2.366
   1.19680  0.17267 -0.03428 -0.80085  0.000433  0.000182  0.002094     2.376
   1.20547  0.18134 -0.03466 -0.80945  0.000445  0.000188  0.002059     2.375
   1.21417  0.19003 -0.03499 -0.81682  0.000461  0.000193  0.001988     2.385
   1.22288  0.19873 -0.03527 -0.82298  0.000478  0.000199  0.001903     2.400
   1.23158  0.20743 -0.03552 -0.82998  0.000487  0.000204  0.001907     2.388
   1.24030  0.21615 -0.03571 -0.83541  0.000504  0.000210  0.001831     2.401
   1.24902  0.22487 -0.03587 -0.84094  0.000516  0.000215  0.001800     2.401
   1.25775  0.23360 -0.03600 -0.84633  0.000527  0.000220  0.001776     2.399
   1.26649  0.24234 -0.03608 -0.85083  0.000542  0.000225  0.001720     2.409
   1.27523  0.25108 -0.03613 -0.85473  0.000558  0.000231  0.001661     2.419
   1.28398  0.25983 -0.03615 -0.85852  0.000572  0.000236  0.001623     2.423
   1.29273  0.26858 -0.03615 -0.86260  0.000581  0.000241  0.001612     2.417
   1.30149  0.27734 -0.03611 -0.86558  0.000598  0.000246  0.001553     2.430
   1.31025  0.28610 -0.03605 -0.86919  0.000607  0.000251  0.001544     2.424
   1.31902  0.29487 -0.03597 -0.87200  0.000622  0.000256  0.001501     2.432
   1.32780  0.30364 -0.03586 -0.87519  0.000632  0.000260  0.001488     2.429
   1.33658  0.31242 -0.03572 -0.87751  0.000648  0.000265  0.001440     2.440
   1.34536  0.32120 -0.03556 -0.87970  0.000662  0.000271  0.001402     2.447
   1.35414  0.32998 -0.03539 -0.88213  0.000673  0.000275  0.001386     2.445
   1.36292  0.33876 -0.03519 -0.88367  0.000690  0.000281  0.001334     2.459
   1.37171  0.34755 -0.03499 -0.88658  0.000693  0.000284  0.001356     2.441
   1.38051  0.35634 -0.03475 -0.88810  0.000710  0.000289  0.001309     2.454
   1.38930  0.36513 -0.03451 -0.88983  0.000722  0.000294  0.001284     2.458
   1.39810  0.37393 -0.03425 -0.89158  0.000734  0.000298  0.001266     2.459
   1.40691  0.38273 -0.03398 -0.89362  0.000742  0.000302  0.001263     2.453
   1.41571  0.39153 -0.03368 -0.89446  0.000761  0.000308  0.001210     2.471
   1.42452  0.40033 -0.03339 -0.89668  0.000764  0.000311  0.001227     2.456
   1.43332  0.40913 -0.03308 -0.89761  0.000781  0.000316  0.001185     2.469
   1.44214  0.41794 -0.03275 -0.89953  0.000786  0.000320  0.001192     2.459
   1.45096  0.42675 -0.03241 -0.89990  0.000807  0.000325  0.001135     2.481
   1.45977  0.43556 -0.03207 -0.90166  0.000812  0.000329  0.001145     2.469
   1.46859  0.44437 -0.03171 -0.90221  0.000829  0.000334  0.001105     2.483
   1.47741  0.45318 -0.03136 -0.90404  0.000832  0.000337  0.001122     2.468
   1.48623  0.46199 -0.03099 -0.90511  0.000843  0.000341  0.001104     2.471
   1.49505  0.47081 -0.03062 -0.90671  0.000848  0.000344  0.001109     2.463
   1.50387  0.47962 -0.03022 -0.90675  0.000871  0.000350  0.001054     2.486
   1.51270  0.48844 -0.02984 -0.90868  0.000869  0.000353  0.001080     2.466
   1.52153  0.49726 -0.02944 -0.90911  0.000887  0.000357  0.001044     2.481
   1.53036  0.50608 -0.02904 -0.91043  0.000892  0.000361  0.001047     2.473
   1.53919  0.51490 -0.02863 -0.91099  0.000907  0.000365  0.001021     2.482
   1.54802  0.52372 -0.02821 -0.91196  0.000915  0.000369  0.001014     2.481
   1.55685  0.53254 -0.02780 -0.91343  0.000918  0.000372  0.001026     2.469
   1.56568  0.54136 -0.02738 -0.91447  0.000926  0.000375  0.001018     2.469
   1.57451  0.55018 -0.02695 -0.91457  0.000945  0.000380  0.000979     2.487
   1.58335  0.55901 -0.02652 -0.91608  0.000946  0.000383  0.000996     2.472
   1.59218  0.56783 -0.02609 -0.91676  0.000957  0.000386  0.000979     2.477
   1.60101  0.57665 -0.02565 -0.91772  0.000965  0.000390  0.000975     2.475
   1.60985  0.58548 -0.02521 -0.91845  0.000975  0.000393  0.000963     2.477
   1.61868  0.59430 -0.02476 -0.91943  0.000981  0.000397  0.000961     2.474
   1.62752  0.60313 -0.02432 -0.92070  0.000984  0.000399  0.000968     2.465
   1.63635  0.61195 -0.02387 -0.92121  0.000997  0.000403  0.000948     2.473
   1.64520  0.62078 -0.02342 -0.92259  0.000998  0.000405  0.000959     2.462
   1.65403  0.62960 -0.02296 -0.92283  0.001015  0.000410  0.000931     2.476
   1.66287  0.63843 -0.02251 -0.92411  0.001016  0.000412  0.000941     2.465
   1.67171  0.64726 -0.02205 -0.92486  0.001025  0.000416  0.000931     2.468
   1.68054  0.65608 -0.02159 -0.92572  0.001033  0.000419  0.000926     2.467
   1.68939  0.66491 -0.02112 -0.92625  0.001044  0.000422  0.000911     2.472
   1.69823  0.67374 -0.02066 -0.92768  0.001043  0.000424  0.000927     2.459
   1.70706  0.68256 -0.02019 -0.92800  0.001057  0.000428  0.000904     2.470
   1.71590  0.69139 -0.01972 -0.92931  0.001057  0.000430  0.000916     2.459
   1.72474  0.70021 -0.01925 -0.92973  0.001070  0.000434  0.000897     2.467
   1.73358  0.70904 -0.01878 -0.93120  0.001068  0.000435  0.000914     2.453
   1.74242  0.71787 -0.01830 -0.93156  0.001082  0.000439  0.000893     2.463
   1.75125  0.72669 -0.01782 -0.93223  0.001090  0.000442  0.000885     2.465
   1.76010  0.73552 -0.01734 -0.93348  0.001091  0.000444  0.000895     2.455
   1.76894  0.74435 -0.01686 -0.93401  0.001101  0.000448  0.000882     2.461
   1.77777  0.75317 -0.01638 -0.93504  0.001105  0.000450  0.000885     2.456
   1.78662  0.76200 -0.01590 -0.93624  0.001106  0.000452  0.000892     2.448
   1.79545  0.77082 -0.01541 -0.93686  0.001115  0.000455  0.000881     2.452
   1.80429  0.77965 -0.01492 -0.93757  0.001123  0.000458  0.000874     2.454
   1.81313  0.78847 -0.01443 -0.93882  0.001123  0.000459  0.000883     2.445
   1.82196  0.79729 -0.01393 -0.93931  0.001135  0.000463  0.000869     2.452
   1.83081  0.80612 -0.01344 -0.94036  0.001137  0.000465  0.000873     2.446
   1.83964  0.81494 -0.01294 -0.94125  0.001142  0.000467  0.000871     2.445
   1.84848  0.82377 -0.01244 -0.94208  0.001148  0.000470  0.000867     2.445
   1.85732  0.83259 -0.01194 -0.94316  0.001151  0.000472  0.000871     2.439
   1.86616  0.84142 -0.01143 -0.94349  0.001164  0.000475  0.000853     2.449
   1.87500  0.85024 -0.01093 -0.94528  0.001155  0.000475  0.000878     2.430
   1.88383  0.85906 -0.01041 -0.94534  0.001173  0.000480  0.000851     2.445
   1.89266  0.86787 -0.00990 -0.94694  0.001167  0.000480  0.000871     2.430
   1.90149  0.87669 -0.00938 -0.94769  0.001174  0.000483  0.000864     2.432
   1.91032  0.88550 -0.00886 -0.94930  0.001169  0.000483  0.000881     2.418
   1.91915  0.89432 -0.00833 -0.94922  0.001189  0.000488  0.000850     2.437
   1.92797  0.90312 -0.00780 -0.95120  0.001178  0.000488  0.000879     2.416
   1.93680  0.91193 -0.00725 -0.95122  0.001196  0.000492  0.000851     2.432
   1.94560  0.92072 -0.00670 -0.95254  0.001195  0.000493  0.000861     2.423
   1.95440  0.92950 -0.00614 -0.95315  0.001204  0.000496  0.000851     2.428
   1.96319  0.93827 -0.00557 -0.95345  0.001217  0.000499  0.000834     2.438
   1.97197  0.94703 -0.00498 -0.95441  0.001219  0.000501  0.000836     2.434
   1.98072  0.95576 -0.00436 -0.95393  0.001244  0.000506  0.000800     2.458
   1.98940  0.96441 -0.00371 -0.95235  0.001285  0.000513  0.000737     2.503
   1.99796  0.97295 -0.00303 -0.94963  0.001347  0.000523  0.000649     2.573
   2.00632  0.98127 -0.00226 -0.94338  0.001499  0.000542  0.000460     2.764
