#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.92849  0.001697  0.001277  0.003840     1.329
   0.00377  0.99624 -0.00023  0.91546  0.001787  0.001330  0.003610     1.344
   0.01072  0.98929 -0.00051  0.89503  0.001948  0.001420  0.003249     1.372
   0.01845  0.98156 -0.00063  0.88545  0.002021  0.001456  0.003085     1.387
   0.02661  0.97340 -0.00056  0.88162  0.002039  0.001462  0.003021     1.395
   0.03500  0.96502 -0.00034  0.87954  0.002040  0.001457  0.002985     1.400
   0.04347  0.95655  0.00000  0.88002  0.002015  0.001438  0.002994     1.401
   0.05203  0.94800  0.00043  0.88095  0.001986  0.001417  0.003009     1.402
   0.06063  0.93942  0.00095  0.88220  0.001953  0.001393  0.003030     1.402
   0.06925  0.93082  0.00154  0.88348  0.001921  0.001370  0.003050     1.403
   0.07789  0.92221  0.00220  0.88487  0.001888  0.001345  0.003070     1.404
   0.08653  0.91359  0.00291  0.88666  0.001852  0.001319  0.003097     1.404
   0.09519  0.90497  0.00369  0.88958  0.001806  0.001288  0.003143     1.403
   0.10387  0.89633  0.00453  0.89147  0.001771  0.001261  0.003169     1.404
   0.11256  0.88769  0.00542  0.89456  0.001725  0.001229  0.003215     1.404
   0.12126  0.87904  0.00635  0.89723  0.001684  0.001199  0.003250     1.405
   0.12996  0.87039  0.00733  0.90023  0.001642  0.001168  0.003289     1.406
   0.13869  0.86172  0.00836  0.90399  0.001595  0.001134  0.003338     1.406
   0.14742  0.85306  0.00942  0.90756  0.001551  0.001101  0.003379     1.409
   0.15616  0.84438  0.01051  0.91002  0.001518  0.001073  0.003387     1.415
   0.16492  0.83570  0.01163  0.91384  0.001478  0.001040  0.003413     1.420
   0.17367  0.82702  0.01278  0.91627  0.001451  0.001013  0.003392     1.432
   0.18244  0.81833  0.01397  0.92062  0.001414  0.000979  0.003389     1.443
   0.19123  0.80963  0.01516  0.92291  0.001397  0.000954  0.003310     1.465
   0.20000  0.80094  0.01639  0.92627  0.001381  0.000925  0.003210     1.493
   0.20879  0.79224  0.01762  0.92846  0.001386  0.000902  0.003020     1.537
   0.21759  0.78353  0.01887  0.93064  0.001409  0.000880  0.002739     1.602
   0.22639  0.77482  0.02015  0.93326  0.001461  0.000858  0.002344     1.704
   0.23520  0.76611  0.02143  0.93666  0.001563  0.000836  0.001802     1.870
   0.24400  0.75740  0.02273  0.94367  0.001731  0.000804  0.001149     2.153
   0.25283  0.74867  0.02403  0.95812  0.001988  0.000748  0.000502     2.657
   0.26165  0.73995  0.02534  0.98301  0.002282  0.000656  0.000088     3.479
   0.27047  0.73122  0.02666  1.00257  0.002513  0.000584 -0.000072     4.301
   0.27931  0.72248  0.02798  1.00422  0.002619  0.000578 -0.000092     4.527
   0.28815  0.71374  0.02930  1.00586  0.002648  0.000573 -0.000098     4.623
   0.29698  0.70501  0.03063  1.00748  0.002623  0.000567 -0.000099     4.626
   0.30581  0.69628  0.03194  1.00913  0.002574  0.000561 -0.000098     4.585
   0.31463  0.68756  0.03324  1.01083  0.002500  0.000556 -0.000094     4.499
   0.32344  0.67884  0.03455  1.01261  0.002402  0.000550 -0.000085     4.370
   0.33224  0.67014  0.03583  1.01447  0.002301  0.000544 -0.000071     4.232
   0.34104  0.66143  0.03710  1.01644  0.002191  0.000538 -0.000049     4.076
   0.34982  0.65274  0.03836  1.01853  0.002082  0.000531 -0.000020     3.920
   0.35861  0.64404  0.03959  1.02079  0.001977  0.000524  0.000016     3.771
   0.36739  0.63534  0.04081  1.02320  0.001884  0.000517  0.000055     3.643
   0.37617  0.62665  0.04200  1.02583  0.001786  0.000510  0.000108     3.505
   0.38493  0.61796  0.04318  1.02864  0.001696  0.000501  0.000165     3.382
   0.39370  0.60927  0.04433  1.03144  0.001624  0.000493  0.000216     3.291
   0.40246  0.60058  0.04545  1.03443  0.001550  0.000485  0.000277     3.196
   0.41122  0.59189  0.04655  1.03734  0.001489  0.000477  0.000333     3.122
   0.41999  0.58319  0.04763  1.04041  0.001425  0.000468  0.000400     3.043
   0.42874  0.57450  0.04867  1.04296  0.001384  0.000461  0.000440     3.004
   0.43749  0.56581  0.04969  1.04587  0.001332  0.000453  0.000503     2.944
   0.44625  0.55711  0.05068  1.04851  0.001290  0.000445  0.000556     2.900
   0.45500  0.54841  0.05164  1.05104  0.001251  0.000437  0.000608     2.861
   0.46375  0.53971  0.05257  1.05346  0.001215  0.000430  0.000658     2.825
   0.47249  0.53101  0.05347  1.05585  0.001179  0.000423  0.000713     2.789
   0.48124  0.52231  0.05433  1.05757  0.001157  0.000417  0.000740     2.777
   0.48998  0.51361  0.05517  1.06004  0.001119  0.000409  0.000808     2.736
   0.49872  0.50491  0.05598  1.06193  0.001091  0.000402  0.000856     2.712
   0.50746  0.49620  0.05674  1.06310  0.001075  0.000397  0.000873     2.709
   0.51620  0.48749  0.05749  1.06509  0.001045  0.000390  0.000934     2.679
   0.52494  0.47878  0.05819  1.06656  0.001022  0.000384  0.000977     2.661
   0.53367  0.47007  0.05886  1.06735  0.001008  0.000379  0.000990     2.662
   0.54241  0.46136  0.05951  1.06937  0.000976  0.000372  0.001069     2.626
   0.55115  0.45264  0.06010  1.06989  0.000963  0.000367  0.001083     2.627
   0.55988  0.44393  0.06067  1.07061  0.000948  0.000361  0.001107     2.622
   0.56861  0.43521  0.06121  1.07197  0.000922  0.000355  0.001170     2.599
   0.57735  0.42649  0.06171  1.07266  0.000904  0.000349  0.001208     2.589
   0.58607  0.41778  0.06217  1.07297  0.000890  0.000344  0.001231     2.586
   0.59480  0.40906  0.06260  1.07402  0.000866  0.000338  0.001301     2.562
   0.60353  0.40034  0.06298  1.07357  0.000858  0.000334  0.001298     2.572
   0.61226  0.39162  0.06334  1.07409  0.000839  0.000328  0.001348     2.559
   0.62098  0.38290  0.06365  1.07415  0.000824  0.000323  0.001382     2.553
   0.62971  0.37418  0.06393  1.07385  0.000812  0.000318  0.001399     2.555
   0.63842  0.36547  0.06417  1.07464  0.000787  0.000311  0.001486     2.528
   0.64714  0.35675  0.06437  1.07385  0.000777  0.000307  0.001499     2.532
   0.65585  0.34804  0.06452  1.07349  0.000762  0.000301  0.001538     2.526
   0.66457  0.33932  0.06464  1.07330  0.000743  0.000296  0.001599     2.513
   0.67328  0.33061  0.06471  1.07213  0.000733  0.000291  0.001611     2.518
   0.68199  0.32190  0.06474  1.07137  0.000719  0.000286  0.001649     2.514
   0.69069  0.31320  0.06473  1.07081  0.000701  0.000280  0.001713     2.501
   0.69940  0.30450  0.06467  1.06945  0.000688  0.000275  0.001741     2.502
   0.70809  0.29581  0.06457  1.06873  0.000669  0.000269  0.001822     2.485
   0.71678  0.28712  0.06442  1.06657  0.000660  0.000265  0.001825     2.494
   0.72547  0.27843  0.06422  1.06574  0.000639  0.000258  0.001928     2.472
   0.73414  0.26976  0.06396  1.06324  0.000629  0.000254  0.001944     2.478
   0.74282  0.26109  0.06366  1.06109  0.000615  0.000248  0.001987     2.476
   0.75150  0.25242  0.06331  1.05936  0.000596  0.000242  0.002088     2.458
   0.76016  0.24377  0.06290  1.05640  0.000582  0.000237  0.002134     2.456
   0.76881  0.23513  0.06243  1.05330  0.000568  0.000232  0.002189     2.452
   0.77746  0.22649  0.06190  1.04984  0.000555  0.000227  0.002240     2.450
   0.78610  0.21787  0.06131  1.04673  0.000536  0.000220  0.002356     2.431
   0.79474  0.20926  0.06065  1.04210  0.000523  0.000215  0.002406     2.430
   0.80336  0.20067  0.05993  1.03698  0.000512  0.000210  0.002433     2.435
   0.81198  0.19209  0.05914  1.03255  0.000494  0.000204  0.002555     2.418
   0.82059  0.18352  0.05828  1.02649  0.000481  0.000199  0.002604     2.419
   0.82918  0.17498  0.05735  1.02072  0.000463  0.000193  0.002735     2.403
   0.83776  0.16646  0.05634  1.01301  0.000452  0.000188  0.002768     2.408
   0.84634  0.15795  0.05525  1.00581  0.000434  0.000182  0.002917     2.389
   0.85490  0.14947  0.05408  0.99623  0.000424  0.000177  0.002933     2.398
   0.86345  0.14101  0.05282  0.98708  0.000408  0.000171  0.003035     2.391
   0.87199  0.13258  0.05148  0.97698  0.000391  0.000164  0.003189     2.375
   0.88051  0.12418  0.05004  0.96466  0.000376  0.000159  0.003290     2.369
   0.88901  0.11582  0.04850  0.95060  0.000367  0.000154  0.003269     2.387
   0.89750  0.10749  0.04687  0.93746  0.000348  0.000147  0.003456     2.370
   0.90595  0.09922  0.04514  0.92137  0.000331  0.000140  0.003609     2.358
