#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.84793  0.003831  0.002470  0.001513     1.551
   0.00408  0.99592  0.00019  0.85338  0.003710  0.002410  0.001571     1.539
   0.01077  0.98925  0.00065  0.86588  0.003450  0.002283  0.001715     1.511
   0.01818  0.98187  0.00132  0.87504  0.003276  0.002192  0.001817     1.495
   0.02634  0.97376  0.00217  0.88406  0.003116  0.002105  0.001918     1.480
   0.03516  0.96499  0.00316  0.89361  0.002956  0.002017  0.002027     1.465
   0.04451  0.95570  0.00422  0.89986  0.002855  0.001957  0.002093     1.459
   0.05416  0.94612  0.00534  0.90630  0.002754  0.001897  0.002162     1.452
   0.06396  0.93638  0.00648  0.90969  0.002700  0.001860  0.002189     1.451
   0.07383  0.92658  0.00766  0.91390  0.002635  0.001818  0.002228     1.449
   0.08374  0.91675  0.00886  0.91655  0.002592  0.001786  0.002244     1.451
   0.09366  0.90690  0.01010  0.91956  0.002545  0.001753  0.002265     1.452
   0.10360  0.89705  0.01138  0.92305  0.002493  0.001717  0.002293     1.451
   0.11355  0.88719  0.01270  0.92670  0.002439  0.001681  0.002323     1.451
   0.12352  0.87731  0.01405  0.93008  0.002390  0.001646  0.002349     1.452
   0.13349  0.86743  0.01543  0.93332  0.002343  0.001613  0.002373     1.452
   0.14349  0.85753  0.01685  0.93724  0.002289  0.001576  0.002407     1.452
   0.15351  0.84762  0.01830  0.94080  0.002240  0.001542  0.002436     1.452
   0.16353  0.83771  0.01978  0.94484  0.002186  0.001506  0.002472     1.452
   0.17357  0.82778  0.02129  0.94891  0.002134  0.001470  0.002508     1.451
   0.18362  0.81785  0.02282  0.95266  0.002085  0.001436  0.002540     1.452
   0.19369  0.80790  0.02438  0.95682  0.002033  0.001401  0.002578     1.451
   0.20377  0.79795  0.02596  0.96091  0.001983  0.001366  0.002615     1.451
   0.21385  0.78799  0.02756  0.96483  0.001935  0.001333  0.002650     1.452
   0.22396  0.77802  0.02919  0.96980  0.001878  0.001295  0.002702     1.450
   0.23407  0.76804  0.03083  0.97367  0.001832  0.001263  0.002736     1.451
   0.24420  0.75805  0.03249  0.97807  0.001783  0.001229  0.002780     1.451
   0.25434  0.74805  0.03417  0.98300  0.001729  0.001193  0.002833     1.449
   0.26449  0.73804  0.03586  0.98714  0.001684  0.001161  0.002873     1.450
   0.27465  0.72802  0.03757  0.99256  0.001628  0.001125  0.002936     1.448
   0.28483  0.71799  0.03928  0.99622  0.001587  0.001095  0.002969     1.449
   0.29502  0.70795  0.04101  1.00146  0.001536  0.001061  0.003031     1.448
   0.30521  0.69791  0.04275  1.00697  0.001483  0.001025  0.003098     1.446
   0.31542  0.68785  0.04449  1.01125  0.001439  0.000995  0.003146     1.446
   0.32564  0.67778  0.04624  1.01667  0.001389  0.000961  0.003215     1.445
   0.33587  0.66770  0.04799  1.02146  0.001343  0.000930  0.003274     1.444
   0.34609  0.65763  0.04974  1.02656  0.001296  0.000898  0.003341     1.443
   0.35632  0.64755  0.05149  1.03150  0.001251  0.000867  0.003407     1.442
   0.36654  0.63748  0.05324  1.03712  0.001203  0.000835  0.003489     1.440
   0.37675  0.62742  0.05498  1.04194  0.001159  0.000805  0.003558     1.440
   0.38695  0.61737  0.05672  1.04819  0.001109  0.000772  0.003660     1.436
   0.39714  0.60733  0.05844  1.05281  0.001067  0.000744  0.003733     1.435
   0.40730  0.59731  0.06015  1.05813  0.001023  0.000714  0.003823     1.433
   0.41745  0.58730  0.06185  1.06333  0.000980  0.000685  0.003915     1.432
   0.42760  0.57730  0.06354  1.06956  0.000933  0.000653  0.004035     1.428
   0.43772  0.56731  0.06521  1.07497  0.000890  0.000624  0.004144     1.425
   0.44784  0.55733  0.06686  1.08015  0.000848  0.000596  0.004253     1.423
   0.45793  0.54737  0.06849  1.08570  0.000806  0.000567  0.004375     1.420
   0.46801  0.53742  0.07010  1.09163  0.000762  0.000538  0.004511     1.417
   0.47808  0.52748  0.07168  1.09606  0.000725  0.000512  0.004612     1.417
   0.48813  0.51755  0.07324  1.10144  0.000686  0.000484  0.004728     1.417
   0.49817  0.50763  0.07478  1.10772  0.000646  0.000455  0.004849     1.419
   0.50818  0.49773  0.07628  1.11211  0.000614  0.000429  0.004881     1.430
   0.51818  0.48784  0.07775  1.11641  0.000588  0.000404  0.004813     1.453
   0.52815  0.47797  0.07919  1.12124  0.000570  0.000380  0.004566     1.501
   0.53811  0.46811  0.08059  1.12517  0.000576  0.000358  0.003920     1.607
   0.54806  0.45826  0.08195  1.12999  0.000630  0.000340  0.002670     1.851
   0.55796  0.44844  0.08327  1.14490  0.000766  0.000316  0.001056     2.426
   0.56787  0.43862  0.08455  1.17241  0.000952  0.000279  0.000146     3.411
   0.57773  0.42883  0.08578  1.17528  0.001002  0.000275  0.000056     3.645
   0.58759  0.41905  0.08697  1.17929  0.000996  0.000270  0.000041     3.695
   0.59741  0.40929  0.08810  1.18359  0.000979  0.000264  0.000037     3.709
   0.60721  0.39955  0.08918  1.18823  0.000942  0.000258  0.000058     3.653
   0.61698  0.38983  0.09020  1.19317  0.000900  0.000252  0.000091     3.573
   0.62674  0.38012  0.09116  1.19837  0.000857  0.000245  0.000130     3.492
   0.63645  0.37045  0.09206  1.20399  0.000808  0.000239  0.000191     3.383
   0.64614  0.36080  0.09290  1.21016  0.000752  0.000232  0.000285     3.247
   0.65578  0.35119  0.09366  1.21628  0.000707  0.000225  0.000371     3.147
   0.66535  0.34164  0.09434  1.22254  0.000663  0.000217  0.000470     3.051
   0.67486  0.33215  0.09494  1.22906  0.000619  0.000210  0.000597     2.948
   0.68431  0.32272  0.09545  1.23581  0.000574  0.000202  0.000760     2.836
   0.69369  0.31335  0.09585  1.24080  0.000546  0.000196  0.000862     2.783
   0.70300  0.30404  0.09615  1.24588  0.000515  0.000190  0.000996     2.718
   0.71226  0.29478  0.09635  1.25127  0.000480  0.000183  0.001192     2.631
   0.72148  0.28556  0.09642  1.25332  0.000463  0.000178  0.001273     2.607
   0.73066  0.27638  0.09638  1.25581  0.000441  0.000172  0.001409     2.562
   0.73981  0.26723  0.09622  1.25696  0.000422  0.000167  0.001528     2.528
   0.74897  0.25808  0.09594  1.25721  0.000405  0.000162  0.001651     2.495
   0.75812  0.24894  0.09553  1.25543  0.000394  0.000158  0.001714     2.485
   0.76728  0.23979  0.09500  1.25322  0.000383  0.000155  0.001781     2.475
   0.77645  0.23065  0.09435  1.24976  0.000375  0.000151  0.001797     2.482
   0.78562  0.22151  0.09359  1.24800  0.000360  0.000147  0.001934     2.451
   0.79478  0.21239  0.09270  1.24291  0.000354  0.000144  0.001926     2.466
   0.80393  0.20330  0.09170  1.23959  0.000341  0.000139  0.002031     2.448
   0.81303  0.19426  0.09058  1.23459  0.000332  0.000136  0.002085     2.445
   0.82212  0.18526  0.08934  1.22936  0.000322  0.000132  0.002159     2.438
   0.83116  0.17632  0.08798  1.22364  0.000310  0.000128  0.002256     2.425
   0.84018  0.16743  0.08649  1.21638  0.000302  0.000124  0.002310     2.424
