#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.91520  0.003386  0.002576  0.004433     1.314
   0.00377  0.99624 -0.00023  0.90767  0.003493  0.002638  0.004266     1.324
   0.01072  0.98929 -0.00051  0.89425  0.003704  0.002754  0.003966     1.345
   0.01845  0.98156 -0.00063  0.88641  0.003833  0.002817  0.003780     1.361
   0.02661  0.97340 -0.00056  0.88332  0.003880  0.002831  0.003688     1.371
   0.03500  0.96502 -0.00034  0.88184  0.003901  0.002827  0.003625     1.380
   0.04347  0.95655  0.00000  0.88258  0.003881  0.002800  0.003602     1.386
   0.05203  0.94800  0.00043  0.88309  0.003868  0.002774  0.003569     1.394
   0.06063  0.93942  0.00095  0.88458  0.003839  0.002739  0.003550     1.402
   0.06925  0.93082  0.00154  0.88577  0.003820  0.002707  0.003516     1.411
   0.07789  0.92221  0.00220  0.88729  0.003798  0.002672  0.003481     1.421
   0.08653  0.91359  0.00291  0.88898  0.003778  0.002636  0.003438     1.433
   0.09519  0.90497  0.00369  0.89131  0.003751  0.002594  0.003398     1.446
   0.10387  0.89633  0.00453  0.89331  0.003737  0.002555  0.003336     1.463
   0.11256  0.88769  0.00542  0.89575  0.003723  0.002514  0.003267     1.481
   0.12126  0.87904  0.00635  0.89791  0.003724  0.002475  0.003171     1.505
   0.12996  0.87039  0.00733  0.90041  0.003731  0.002434  0.003057     1.533
   0.13869  0.86172  0.00836  0.90316  0.003749  0.002392  0.002919     1.567
   0.14742  0.85306  0.00942  0.90564  0.003795  0.002354  0.002737     1.612
   0.15616  0.84438  0.01051  0.90793  0.003876  0.002318  0.002503     1.672
   0.16492  0.83570  0.01163  0.91093  0.003982  0.002278  0.002230     1.748
   0.17367  0.82702  0.01278  0.91407  0.004151  0.002238  0.001890     1.855
   0.18244  0.81833  0.01397  0.91921  0.004355  0.002180  0.001518     1.998
   0.19123  0.80963  0.01516  0.92615  0.004651  0.002107  0.001096     2.207
   0.20000  0.80094  0.01639  0.93736  0.005005  0.001995  0.000682     2.508
   0.20879  0.79224  0.01762  0.95410  0.005436  0.001833  0.000348     2.966
   0.21759  0.78353  0.01887  0.97794  0.005892  0.001607  0.000047     3.668
   0.22639  0.77482  0.02015  1.00879  0.006309  0.001325 -0.000144     4.761
   0.23520  0.76611  0.02143  1.03676  0.006630  0.001082 -0.000190     6.129
   0.24400  0.75740  0.02273  1.03801  0.006853  0.001072 -0.000189     6.394
   0.25283  0.74867  0.02403  1.03913  0.006962  0.001063 -0.000189     6.550
   0.26165  0.73995  0.02534  1.04014  0.006977  0.001055 -0.000190     6.614
