#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.92833  0.001634  0.001227  0.003732     1.332
   0.00377  0.99624 -0.00023  0.91512  0.001724  0.001279  0.003503     1.347
   0.01072  0.98929 -0.00051  0.89448  0.001881  0.001367  0.003146     1.376
   0.01845  0.98156 -0.00063  0.88519  0.001949  0.001400  0.002990     1.392
   0.02661  0.97340 -0.00056  0.88129  0.001968  0.001406  0.002925     1.399
   0.03500  0.96502 -0.00034  0.87933  0.001968  0.001401  0.002892     1.405
   0.04347  0.95655  0.00000  0.87976  0.001944  0.001383  0.002899     1.406
   0.05203  0.94800  0.00043  0.88086  0.001914  0.001361  0.002917     1.406
   0.06063  0.93942  0.00095  0.88206  0.001883  0.001338  0.002936     1.407
   0.06925  0.93082  0.00154  0.88350  0.001850  0.001315  0.002958     1.407
   0.07789  0.92221  0.00220  0.88481  0.001819  0.001292  0.002977     1.408
   0.08653  0.91359  0.00291  0.88673  0.001782  0.001266  0.003006     1.408
   0.09519  0.90497  0.00369  0.88963  0.001738  0.001235  0.003052     1.407
   0.10387  0.89633  0.00453  0.89166  0.001701  0.001209  0.003082     1.407
   0.11256  0.88769  0.00542  0.89476  0.001657  0.001178  0.003129     1.406
   0.12126  0.87904  0.00635  0.89752  0.001616  0.001149  0.003170     1.406
   0.12996  0.87039  0.00733  0.90053  0.001574  0.001119  0.003212     1.407
   0.13869  0.86172  0.00836  0.90446  0.001525  0.001085  0.003270     1.406
   0.14742  0.85306  0.00942  0.90810  0.001481  0.001053  0.003320     1.406
   0.15616  0.84438  0.01051  0.91064  0.001446  0.001025  0.003341     1.410
   0.16492  0.83570  0.01163  0.91467  0.001403  0.000993  0.003385     1.413
   0.17367  0.82702  0.01278  0.91719  0.001372  0.000966  0.003386     1.421
   0.18244  0.81833  0.01397  0.92177  0.001330  0.000932  0.003414     1.427
   0.19123  0.80963  0.01516  0.92431  0.001306  0.000906  0.003376     1.442
   0.20000  0.80094  0.01639  0.92791  0.001280  0.000877  0.003329     1.461
   0.20879  0.79224  0.01762  0.93042  0.001270  0.000852  0.003212     1.490
   0.21759  0.78353  0.01887  0.93285  0.001271  0.000828  0.003025     1.534
   0.22639  0.77482  0.02015  0.93551  0.001289  0.000806  0.002748     1.600
   0.23520  0.76611  0.02143  0.93801  0.001339  0.000785  0.002333     1.706
   0.24400  0.75740  0.02273  0.94194  0.001434  0.000763  0.001772     1.880
   0.25283  0.74867  0.02403  0.94913  0.001606  0.000733  0.001078     2.191
   0.26165  0.73995  0.02534  0.96524  0.001850  0.000676  0.000437     2.734
   0.27047  0.73122  0.02666  0.99102  0.002128  0.000589  0.000050     3.611
   0.27931  0.72248  0.02798  1.00402  0.002314  0.000546 -0.000063     4.240
   0.28815  0.71374  0.02930  1.00571  0.002388  0.000540 -0.000080     4.420
   0.29698  0.70501  0.03063  1.00740  0.002394  0.000535 -0.000085     4.477
   0.30581  0.69628  0.03194  1.00910  0.002368  0.000529 -0.000086     4.474
   0.31463  0.68756  0.03324  1.01085  0.002313  0.000524 -0.000083     4.415
   0.32344  0.67884  0.03455  1.01266  0.002231  0.000518 -0.000074     4.305
   0.33224  0.67014  0.03583  1.01455  0.002143  0.000513 -0.000061     4.182
   0.34104  0.66143  0.03710  1.01653  0.002045  0.000507 -0.000040     4.037
   0.34982  0.65274  0.03836  1.01865  0.001946  0.000501 -0.000012     3.888
   0.35861  0.64404  0.03959  1.02093  0.001850  0.000494  0.000022     3.745
   0.36739  0.63534  0.04081  1.02335  0.001765  0.000487  0.000059     3.623
   0.37617  0.62665  0.04200  1.02600  0.001674  0.000480  0.000108     3.488
